//              Time(s)       Force(Revolution:3)-ArfadaCaso1.iaa(N) Force[X](Revolution:3)-ArfadaCaso1.iaa(N) Force[Y](Revolution:3)-ArfadaCaso1.iaa(N) Force[Z](Revolution:3)-ArfadaCaso1.iaa(N) Moment[Z](Revolution:3)-ArfadaCaso1.iaa(N.mm) Moment[Y](Revolution:3)-ArfadaCaso1.iaa(N.mm) Moment[X](Revolution:3)-ArfadaCaso1.iaa(N.mm) Moment(Revolution:3)-ArfadaCaso1.iaa(N.mm) 
               0,37349       394,67800     392,80738    -38,37270      0,61452       78544,23393  -5692,78190   -678,32943     78753,20000  
               0,37751       394,39800     392,69685    -36,58779      0,61410       78522,10533  -5691,17517   -652,37570     78730,80000  
               0,38152       394,10100     392,57614    -34,63203      0,61364       78497,93986  -5689,42057   -623,94062     78706,30000  
               0,38554       393,77500     392,43037    -32,50603      0,61314       78468,76055  -5687,30229   -593,02909     78676,80000  
               0,38956       393,42200     392,26022    -30,21200      0,61260       78434,70505  -5684,83032   -559,67444     78642,40000  
               0,39357       393,04300     392,06176    -27,75193      0,61202       78394,98461  -5681,94749   -523,90510     78602,40000  
               0,39759       392,63800     391,83215    -25,12805      0,61140       78349,03186  -5678,61269   -485,75361     78556,10000  
               0,40160       392,20500     391,56800    -22,34271      0,61074       78296,17263  -5674,77706   -445,25409     78502,80000  
               0,40562       391,74700     391,26592    -19,39842      0,61004       78235,72446  -5670,39112   -402,44294     78442,00000  
               0,40964       391,26200     390,92237    -16,29783      0,60929       78166,98034  -5665,40366   -357,35861     78372,80000  
               0,41365       390,75200     390,53344    -13,04373      0,60851       78089,15926  -5659,75806   -310,04141     78294,60000  
               0,41767       390,21600     390,09606    -9,63905       0,60768       78001,64978  -5653,41002   -260,53437     78206,70000  
               0,42168       389,65100     389,60330    -6,08679       0,60681       77903,06132  -5646,25873   -208,88009     78107,70000  
               0,42570       389,07000     389,06268    -2,39030       0,60592       77794,90214  -5638,41358   -155,13061     77999,10000  
               0,42972       388,42900     388,42569     1,44719       0,60493       77667,46796  -5629,17104   -99,31879      77871,30000  
               0,43373       387,89400     387,85575     5,42354       0,60411       77553,44196  -5620,90062   -41,52824      77756,90000  
               0,43775       386,83900     386,72153     9,52378       0,60248       77326,56219  -5604,44852    18,21941      77529,40000  
               0,44177       387,58194     387,33533     13,81097      0,60364       77449,28641  -5613,34231    80,11624      77652,50000  
               0,44578       381,66900     381,24623     17,94442      0,59444       76231,43143  -5525,04620    141,85646     76431,50000  
               0,44980       415,03500     414,31724     24,39015      0,64643       82845,59975  -6004,55962    224,88508     83063,20000  
               0,45381       464,61900     463,45102     32,91013      0,72369       92672,32618  -6716,97873    332,93626     92916,00000  
               0,45783       510,41500     508,64715     42,44289      0,79505       101711,52418 -7372,30344    456,85155     101979,00000 
               0,46185       557,25400     554,69692     53,31522      0,86803       110921,44974 -8040,00577    599,86515     111214,00000 
               0,46586       603,95200     600,39626     65,43320      0,94079       120061,29325 -8702,62746    760,98390     120379,00000 
               0,46988       650,83200     646,04102     78,81580      1,01384       129190,22228 -9364,45803    940,38228     129533,00000 
               0,47389       697,84700     691,56245     93,43971      1,08710       138294,48731 -10024,50067   1137,73701    138662,00000 
               0,47791       745,03900     736,97945     109,28276     1,16064       147377,86917 -10683,02947   1352,71406    147771,00000 
               0,48192       792,42300     782,29045     126,31216     1,23448       156440,05396 -11340,02166   1584,83287    156859,00000 
               0,48594       840,03000     827,50960     144,48941     1,30867       165483,87213 -11995,68243   1833,52600    165928,00000 
               0,48996       887,85300     872,61814     163,76205     1,38320       174505,57081 -12649,73968   2098,03516    174976,00000 
               0,49397       936,00100     917,71780     184,09211     1,45824       183525,49660 -13303,66850   2377,77545    184022,00000 
               0,49799       984,17700     962,51342     205,35313     1,53332       192484,61544 -13953,18894   2671,00632    193008,00000 
               0,50201       1033,44000    1008,04521    227,69637     1,61011       201590,97396 -14613,38421   2979,58983    202142,00000 
               0,50602       1080,38000    1050,99063    250,27529     1,68327       210180,05831 -15236,07759   3292,31672    210757,00000 
               0,51004       1135,94000    1102,00870    275,57117     1,76988       220383,67774 -15975,82311   3641,75166    220992,00000 
               0,51405       1148,34000    1110,94245    290,64958     1,78922       222170,43067 -16105,35986   3856,48660    222787,00000 
               0,51807       1147,11000    1106,66539    301,89801     1,78734       221315,02164 -16043,34318   4019,93332    221932,00000 
               0,52209       1148,65000    1105,07381    313,38656     1,78979       220996,71294 -16020,26559   4185,99806    221616,00000 
               0,52610       1149,62000    1102,94106    324,25438     1,79133       220570,16941 -15989,34131   4343,24335    221192,00000 
               0,53012       1150,66000    1100,90884    334,68022     1,79299       220163,73398 -15959,87492   4494,05795    220787,00000 
               0,53413       1151,66000    1098,88268    344,63767     1,79460       219758,51381 -15930,49675   4638,09336    220384,00000 
               0,53815       1152,64000    1096,88414    354,13355     1,79616       219358,81682 -15901,51908   4775,44506    219986,00000 
               0,54217       1153,58000    1094,92404    363,17155     1,79769       218966,80809 -15873,09888   4906,16664    219596,00000 
               0,54618       1154,50000    1093,00959    371,75413     1,79916       218583,93062 -15845,34076   5030,29498    219215,00000 
               0,55020       1155,39000    1091,14962    379,88427     1,80060       218211,94914 -15818,37264   5147,87320    218845,00000 
               0,55421       1156,24000    1089,35138    387,56434     1,80198       217852,31504 -15792,29974   5258,93662    218487,00000 
               0,55823       1157,06000    1087,62190    394,79661     1,80331       217506,43291 -15767,22389   5363,51871    218143,00000 
               0,56225       1157,84000    1085,96755    401,58310     1,80458       217175,57553 -15743,23734   5461,64918    217814,00000 
               0,56626       1158,58000    1084,39422    407,92561     1,80580       216860,92407 -15720,42572   5553,35495    217501,00000 
               0,57028       1159,29000    1082,90727    413,82575     1,80695       216563,54592 -15698,86642   5638,65967    217205,00000 
               0,57429       1159,94000    1081,51174    419,28497     1,80804       216284,45330 -15678,63281   5717,58528    216927,00000 
               0,57831       1160,56000    1080,21163    424,30434     1,80907       216024,44306 -15659,78265   5790,14785    216669,00000 
               0,58233       1161,13000    1079,01264    428,88560     1,81002       215784,65606 -15642,39865   5856,37265    216430,00000 
               0,58634       1161,64000    1077,91265    433,02740     1,81089       215564,66820 -15626,45005   5916,24250    216211,00000 
               0,59036       1162,12000    1076,93483    436,73858     1,81172       215369,11363 -15612,27283   5969,87938    216017,00000 
               0,59437       1162,50000    1076,01269    439,99162     1,81238       215184,69505 -15598,90293   6016,90802    215833,00000 
               0,59839       1163,02000    1075,39095    442,88638     1,81327       215060,35422 -15589,88858   6058,69540    215710,00000 
               0,60241       1162,77000    1074,22049    445,07201     1,81296       214826,26998 -15572,91793   6090,44153    215476,00000 
               0,60642       1165,02000    1075,51781    447,80016     1,81655       215085,73918 -15591,72926   6129,27775    215737,00000 
               0,61044       1117,96000    1031,48663    431,11779     1,74324       206279,50458 -14953,29294   5902,04002    206905,00000 
               0,61445       1067,74000    984,72846     412,76078     1,66500       196927,86933 -14275,31575   5651,50796    197525,00000 
               0,61847       1018,36000    938,89754     394,36238     1,58807       187761,68359 -13610,78342   5400,11569    188332,00000 
               0,62249       968,81400     893,03393     375,61812     1,51087       178588,95941 -12945,77707   5143,76143    179131,00000 
               0,62650       919,38700     847,36494     356,71050     1,43385       169455,15853 -12283,59261   4885,00417    169970,00000 
               0,63052       870,01700     801,80919     337,68198     1,35691       160344,00388 -11623,04997   4624,47781    160831,00000 
               0,63453       820,72998     756,36682     318,59891     1,28010       151255,52568 -10964,15134   4363,13617    151715,00000 
               0,63855       771,52900     711,02007     299,50972     1,20341       142186,17271 -10306,63928   4101,68073    142618,00000 
