Time(s) Force[Z](Spherical:9)(N) Force[Y](Spherical:9)(N) Force[X](Spherical:9)(N) Force(Spherical:9)(N) Moment[Z](Spherical:9)(N.mm) Moment[Y](Spherical:9)(N.mm) Moment[X](Spherical:9)(N.mm) Moment(Spherical:9)(N.mm) 
0.44900 -0.12878 440.89000 0.00240 440.89000 0.00000 -0.00009 -0.00004 0.00010 
0.45000 -0.12970 452.49649 0.00243 452.49700 -0.00000 -0.00008 -0.00004 0.00009 
0.45100 -0.13159 464.35300 0.00247 464.35300 -0.00000 -0.00007 -0.00003 0.00008 
0.45200 -0.13356 477.48700 0.00252 477.48700 -0.00000 -0.00006 -0.00003 0.00007 
0.45300 -0.13562 491.79500 0.00257 491.79500 -0.00000 -0.00006 -0.00003 0.00006 
0.45400 -0.13770 506.21700 0.00262 506.21700 -0.00000 -0.00005 -0.00002 0.00006 
0.45500 -0.13962 517.50647 0.00267 517.50647 -0.00000 -0.00004 -0.00002 0.00005 
0.45600 -0.14162 529.71400 0.00271 529.71400 -0.00000 -0.00004 -0.00002 0.00005 
0.45700 -0.14370 542.73000 0.00276 542.73000 -0.00000 -0.00004 -0.00002 0.00004 
0.45800 -0.14587 556.08800 0.00281 556.08800 -0.00000 -0.00003 -0.00002 0.00004 
0.45900 -0.14819 568.29000 0.00286 568.29000 -0.00000 -0.00003 -0.00001 0.00003 
0.46000 -0.15058 580.93700 0.00291 580.93700 -0.00000 -0.00003 -0.00001 0.00003 
0.46100 -0.15307 593.90600 0.00297 593.90600 -0.00000 -0.00002 -0.00001 0.00003 
0.46200 -0.15563 607.01000 0.00302 607.01000 -0.00000 -0.00002 -0.00001 0.00003 
0.46300 -0.15826 619.83500 0.00307 619.83500 -0.00000 -0.00002 -0.00001 0.00002 
0.46400 -0.16098 632.61500 0.00313 632.61500 -0.00000 -0.00002 -0.00001 0.00002 
0.46500 -0.16379 645.21900 0.00319 645.22000 -0.00000 -0.00002 -0.00001 0.00002 
0.46600 -0.16668 657.76200 0.00325 657.76200 -0.00000 -0.00002 -0.00001 0.00002 
0.46700 -0.16967 671.36000 0.00331 671.36000 -0.00000 -0.00001 -0.00001 0.00002 
0.46800 -0.17274 684.38700 0.00337 684.38700 -0.00000 -0.00001 -0.00001 0.00001 
0.46900 -0.17591 696.70900 0.00343 696.70900 -0.00000 -0.00001 -0.00001 0.00001 
0.47000 -0.17916 708.67000 0.00349 708.67000 -0.00000 -0.00001 -0.00001 0.00001 
0.47100 -0.18251 723.06000 0.00356 723.06000 -0.00000 -0.00001 -0.00001 0.00001 
0.47200 -0.18595 736.33960 0.00363 736.34000 -0.00000 -0.00001 -0.00001 0.00001 
0.47300 -0.18948 748.37500 0.00369 748.37500 -0.00000 -0.00001 -0.00001 0.00001 
0.47400 -0.19310 759.68100 0.00376 759.68100 -0.00000 -0.00001 -0.00000 0.00001 
0.47500 -0.19682 774.89200 0.00383 774.89200 -0.00000 -0.00001 -0.00000 0.00001 
0.47600 -0.20063 788.45000 0.00390 788.45000 -0.00000 -0.00001 -0.00000 0.00001 
0.47700 -0.20453 800.22400 0.00398 800.22400 -0.00000 -0.00000 -0.00000 0.00001 
0.47800 -0.20852 810.83300 0.00405 810.83300 -0.00000 -0.00000 -0.00000 0.00001 
0.47900 -0.21262 826.86800 0.00412 826.86800 -0.00000 -0.00000 -0.00000 0.00001 
0.48000 -0.21680 840.71900 0.00420 840.71900 -0.00000 -0.00000 -0.00000 0.00000 
0.48100 -0.22108 852.26000 0.00428 852.26000 -0.00000 -0.00000 -0.00000 0.00000 
0.48200 -0.22544 862.14000 0.00436 862.14000 -0.00000 -0.00000 -0.00000 0.00000 
0.48300 -0.22992 878.98800 0.00444 878.98800 -0.00000 -0.00000 -0.00000 0.00000 
0.48400 -0.23449 893.14300 0.00452 893.14300 -0.00000 -0.00000 -0.00000 0.00000 
0.48500 -0.23914 904.48800 0.00460 904.48800 -0.00000 -0.00000 -0.00000 0.00000 
0.48600 -0.24389 913.63100 0.00469 913.63100 -0.00000 -0.00000 -0.00000 0.00000 
0.48700 -0.24874 931.25100 0.00477 931.25100 -0.00000 -0.00000 -0.00000 0.00000 
0.48800 -0.25369 945.70400 0.00486 945.70400 -0.00000 0.00000 -0.00000 0.00000 
0.48900 -0.25872 956.88800 0.00495 956.88800 -0.00000 0.00000 -0.00000 0.00000 
0.49000 -0.26384 965.30200 0.00503 965.30200 -0.00000 0.00000 -0.00000 0.00000 
0.49100 -0.26908 983.66600 0.00513 983.66600 -0.00000 0.00000 -0.00000 0.00000 
0.49200 -0.27440 998.43700 0.00522 998.43700 -0.00000 0.00000 -0.00000 0.00000 
0.49300 -0.27981 1009.53000 0.00531 1009.53000 -0.00000 0.00000 -0.00000 0.00000 
0.49400 -0.28530 1017.26000 0.00541 1017.26000 -0.00000 0.00000 -0.00000 0.00000 
0.49500 -0.29090 1036.20000 0.00550 1036.20000 -0.00000 0.00000 0.00000 0.00000 
0.49600 -0.29658 1051.19000 0.00560 1051.19000 -0.00000 0.00000 -0.00000 0.00000 
0.49700 -0.30234 1062.16000 0.00570 1062.16000 -0.00000 0.00000 -0.00000 0.00000 
0.49800 -0.30818 1069.22000 0.00580 1069.22000 -0.00000 0.00000 -0.00000 0.00000 
0.49900 -0.31419 1088.96000 0.00590 1088.96000 -0.00000 0.00000 -0.00000 0.00000 
0.50000 -0.32027 1104.43000 0.00600 1104.43000 -0.00000 0.00000 -0.00000 0.00000 
0.50100 -0.32643 1115.58000 0.00610 1115.58000 -0.00000 0.00000 -0.00000 0.00000 
0.50200 -0.33265 1122.37000 0.00621 1122.37000 -0.00000 0.00000 -0.00000 0.00000 
0.50300 -0.33887 1141.62000 0.00631 1141.62000 -0.00000 0.00000 -0.00000 0.00000 
0.50400 -0.34515 1156.58000 0.00642 1156.58000 -0.00000 0.00000 -0.00000 0.00000 
0.50500 -0.35151 1167.14000 0.00653 1167.14000 -0.00000 0.00000 -0.00000 0.00000 
0.50600 -0.35792 1173.27000 0.00663 1173.27000 -0.00000 0.00000 -0.00000 0.00000 
0.50700 -0.36500 1195.20000 0.00675 1195.20000 -0.00000 0.00000 -0.00000 0.00000 
0.50800 -0.37215 1212.71000 0.00687 1212.71000 -0.00000 0.00000 -0.00000 0.00000 
0.50900 -0.37938 1225.38000 0.00699 1225.38000 -0.00000 0.00000 -0.00000 0.00000 
0.51000 -0.38668 1233.19000 0.00711 1233.19000 -0.00000 0.00000 -0.00000 0.00000 
0.51100 -0.38965 1239.10000 0.00716 1239.10000 -0.00000 0.00000 -0.00000 0.00000 
0.51200 -0.39245 1243.29000 0.00720 1243.29000 -0.00000 0.00000 -0.00000 0.00000 
0.51300 -0.39524 1245.73000 0.00724 1245.73000 -0.00000 0.00000 -0.00000 0.00000 
0.51400 -0.39803 1246.47000 0.00729 1246.47000 -0.00000 0.00000 -0.00000 0.00000 
0.51500 -0.39982 1247.45000 0.00731 1247.45000 -0.00000 0.00000 -0.00000 0.00000 
0.51600 -0.40154 1247.59000 0.00734 1247.59000 -0.00000 0.00000 -0.00000 0.00000 
0.51700 -0.40324 1246.82000 0.00736 1246.82000 -0.00000 0.00000 -0.00000 0.00000 
0.51800 -0.40491 1245.20000 0.00738 1245.20000 -0.00000 0.00000 -0.00000 0.00000 
0.51900 -0.40683 1246.77000 0.00741 1246.77000 -0.00000 0.00000 -0.00000 0.00000 
0.52000 -0.40875 1247.68000 0.00744 1247.68000 -0.00000 0.00000 -0.00000 0.00000 
0.52100 -0.41065 1247.66000 0.00747 1247.66000 -0.00000 0.00000 -0.00000 0.00000 
0.52200 -0.41254 1246.77000 0.00749 1246.77000 -0.00000 0.00000 -0.00000 0.00000 
0.52300 -0.41435 1247.91000 0.00752 1247.91000 -0.00000 0.00000 -0.00000 0.00001 
0.52400 -0.41614 1248.56000 0.00755 1248.56000 -0.00000 0.00000 -0.00000 0.00000 
0.52500 -0.41790 1248.48000 0.00757 1248.48000 -0.00000 0.00000 -0.00000 0.00000 
0.52600 -0.41965 1247.72000 0.00760 1247.72000 -0.00000 0.00000 -0.00000 0.00000 
0.52700 -0.42141 1248.68000 0.00762 1248.68000 -0.00000 0.00000 -0.00000 0.00000 
0.52800 -0.42315 1249.29000 0.00765 1249.29000 -0.00000 0.00000 -0.00000 0.00000 
0.52900 -0.42488 1249.30000 0.00768 1249.30000 -0.00000 0.00000 -0.00000 0.00000 
0.53000 -0.42658 1248.74000 0.00770 1248.74000 -0.00000 0.00000 -0.00000 0.00000 
0.53100 -0.42827 1249.50000 0.00773 1249.50000 -0.00000 0.00000 -0.00000 0.00000 
0.53200 -0.42995 1250.02000 0.00775 1250.02000 -0.00000 0.00000 -0.00000 0.00000 
0.53300 -0.43160 1250.08000 0.00778 1250.08000 -0.00000 0.00000 -0.00000 0.00000 
0.53400 -0.43324 1249.72000 0.00780 1249.72000 -0.00000 0.00000 -0.00000 0.00000 
0.53500 -0.43487 1250.30000 0.00782 1250.30000 -0.00000 0.00000 -0.00000 0.00000 
0.53600 -0.43648 1250.74000 0.00785 1250.74000 -0.00000 0.00000 -0.00000 0.00000 
0.53700 -0.43808 1250.84000 0.00787 1250.84000 -0.00000 0.00000 -0.00000 0.00000 
0.53800 -0.43966 1250.66000 0.00790 1250.66000 -0.00000 0.00000 -0.00000 0.00000 
0.53900 -0.44122 1251.08000 0.00792 1251.08000 -0.00000 0.00000 -0.00000 0.00000 
0.54000 -0.44277 1251.43000 0.00794 1251.43000 -0.00000 0.00000 -0.00000 0.00000 
0.54100 -0.44430 1251.58000 0.00797 1251.58000 -0.00000 0.00000 -0.00000 0.00000 
0.54200 -0.44582 1251.57000 0.00799 1251.57000 -0.00000 0.00000 -0.00000 0.00000 
0.54300 -0.44731 1251.85000 0.00801 1251.85000 -0.00000 0.00000 -0.00000 0.00000 
0.54400 -0.44880 1252.11000 0.00804 1252.11000 -0.00000 0.00000 -0.00000 0.00000 
0.54500 -0.45027 1252.30000 0.00806 1252.30000 -0.00000 0.00000 -0.00000 0.00000 
0.54600 -0.45172 1252.44000 0.00808 1252.44000 -0.00000 0.00000 -0.00000 0.00000 
0.54700 -0.45315 1252.60000 0.00810 1252.60000 -0.00000 0.00000 -0.00000 0.00000 
0.54800 -0.45457 1252.77000 0.00813 1252.77000 -0.00000 0.00000 -0.00000 0.00000 
0.54900 -0.45597 1252.99000 0.00815 1252.99000 -0.00000 0.00000 -0.00000 0.00000 
0.55000 -0.45736 1253.27000 0.00817 1253.27000 0.00000 0.00000 -0.00000 0.00000 
0.55100 -0.45872 1253.32000 0.00819 1253.32000 -0.00000 0.00000 -0.00000 0.00000 
0.55200 -0.46008 1253.41000 0.00821 1253.41000 -0.00000 0.00000 -0.00000 0.00000 
0.55300 -0.46141 1253.65000 0.00824 1253.65000 0.00000 0.00000 -0.00000 0.00000 
0.55400 -0.46273 1254.07000 0.00826 1254.07000 0.00000 0.00000 -0.00000 0.00000 
0.55500 -0.46403 1254.02000 0.00828 1254.02000 0.00000 0.00000 -0.00000 0.00000 
0.55600 -0.46532 1254.02000 0.00830 1254.02000 0.00000 0.00000 -0.00000 0.00000 
0.55700 -0.46659 1254.28000 0.00832 1254.28000 0.00000 0.00000 -0.00000 0.00000 
0.55800 -0.46784 1254.83000 0.00834 1254.83000 0.00000 0.00000 -0.00000 0.00000 
0.55900 -0.46907 1254.70000 0.00836 1254.70000 0.00000 0.00000 -0.00000 0.00000 
0.56000 -0.47029 1254.61000 0.00838 1254.61000 0.00000 0.00000 -0.00000 0.00000 
0.56100 -0.47149 1254.88000 0.00840 1254.88000 0.00000 0.00000 -0.00000 0.00000 
0.56200 -0.47267 1255.55000 0.00842 1255.55000 0.00000 0.00000 -0.00000 0.00000 
0.56300 -0.47384 1255.35000 0.00844 1255.35000 0.00000 0.00000 -0.00000 0.00000 
0.56400 -0.47498 1255.17000 0.00846 1255.17000 0.00000 0.00000 -0.00000 0.00000 
0.56500 -0.47612 1255.45000 0.00848 1255.45000 0.00000 0.00000 -0.00000 0.00000 
0.56600 -0.47723 1256.22000 0.00850 1256.22000 0.00000 0.00000 -0.00000 0.00000 
0.56700 -0.47832 1255.97000 0.00851 1255.97000 0.00000 0.00000 -0.00000 0.00000 
0.56800 -0.47940 1255.70000 0.00853 1255.70000 0.00000 0.00000 -0.00000 0.00000 
0.56900 -0.48046 1255.99000 0.00855 1255.99000 0.00000 0.00000 -0.00000 0.00000 
0.57000 -0.48150 1256.86000 0.00857 1256.86000 0.00000 0.00000 -0.00000 0.00000 
0.57100 -0.48252 1256.56000 0.00859 1256.56000 0.00000 0.00000 -0.00000 0.00000 
0.57200 -0.48353 1256.20000 0.00860 1256.20000 0.00000 0.00000 -0.00000 0.00000 
0.57300 -0.48452 1256.49000 0.00862 1256.49000 0.00000 0.00000 -0.00000 0.00000 
0.57400 -0.48549 1257.45000 0.00864 1257.45000 0.00000 0.00000 -0.00000 0.00000 
0.57500 -0.48644 1257.12000 0.00866 1257.12000 0.00000 0.00000 -0.00000 0.00000 
0.57600 -0.48737 1256.68000 0.00867 1256.68000 0.00000 0.00000 -0.00000 0.00000 
0.57700 -0.48828 1256.96000 0.00869 1256.96000 0.00000 0.00000 -0.00000 0.00000 
0.57800 -0.48918 1257.99000 0.00870 1257.99000 0.00000 0.00000 -0.00000 0.00000 
0.57900 -0.49006 1257.64000 0.00872 1257.64000 0.00000 0.00000 0.00000 0.00000 
0.58000 -0.49091 1257.12000 0.00874 1257.12000 0.00000 0.00000 -0.00000 0.00000 
0.58100 -0.49175 1257.39000 0.00875 1257.39000 0.00000 0.00000 -0.00000 0.00000 
0.58200 -0.49258 1258.49000 0.00877 1258.49000 0.00000 0.00000 -0.00000 0.00000 
0.58300 -0.49338 1258.13000 0.00878 1258.13000 0.00000 0.00000 -0.00000 0.00000 
0.58400 -0.49416 1257.52000 0.00880 1257.52000 0.00000 0.00000 -0.00000 0.00000 
0.58500 -0.49492 1257.78000 0.00881 1257.78000 0.00000 0.00000 -0.00000 0.00000 
0.58600 -0.49567 1258.94000 0.00883 1258.94000 0.00000 0.00000 -0.00000 0.00000 
0.58700 -0.49639 1258.58000 0.00884 1258.58000 0.00000 0.00000 -0.00000 0.00000 
0.58800 -0.49710 1257.90000 0.00886 1257.90000 0.00000 0.00000 -0.00000 0.00000 
0.58900 -0.49778 1258.15000 0.00887 1258.15000 0.00000 0.00000 -0.00000 0.00000 
0.59000 -0.49846 1259.35000 0.00888 1259.35000 0.00000 0.00000 -0.00000 0.00000 
0.59100 -0.49910 1259.00000 0.00890 1259.00000 0.00000 0.00000 -0.00000 0.00000 
0.59200 -0.49972 1258.22000 0.00891 1258.22000 0.00000 0.00000 -0.00000 0.00000 
0.59300 -0.50033 1258.43000 0.00892 1258.43000 0.00000 0.00000 -0.00000 0.00000 
0.59400 -0.50092 1259.66000 0.00893 1259.66000 0.00000 0.00000 -0.00000 0.00000 
0.59500 -0.50149 1259.36000 0.00895 1259.36000 0.00000 0.00000 -0.00000 0.00000 
0.59600 -0.50205 1258.56000 0.00896 1258.56000 0.00000 0.00000 -0.00000 0.00000 
0.59700 -0.50260 1258.81000 0.00897 1258.81000 0.00000 0.00000 -0.00000 0.00000 
0.59800 -0.50313 1260.11000 0.00898 1260.11000 0.00000 0.00000 -0.00000 0.00000 
0.59900 -0.50359 1259.73000 0.00899 1259.73000 0.00000 0.00000 -0.00000 0.00000 
0.60000 -0.50401 1258.66000 0.00901 1258.66000 0.00000 0.00000 -0.00000 0.00000 
0.60100 -0.50441 1258.70000 0.00902 1258.70000 0.00000 0.00000 -0.00000 0.00000 
0.60200 -0.50479 1259.84000 0.00903 1259.84000 0.00000 0.00000 -0.00000 0.00000 
0.60300 -0.50529 1259.86000 0.00904 1259.86000 0.00000 0.00000 -0.00000 0.00000 
0.60400 -0.50586 1259.43000 0.00905 1259.43000 0.00000 0.00000 -0.00000 0.00000 
0.60500 -0.50641 1260.11000 0.00906 1260.11000 0.00000 0.00000 -0.00000 0.00000 
0.60600 -0.50695 1261.89000 0.00908 1261.89000 0.00000 0.00000 -0.00000 0.00000 
0.60700 -0.50387 1253.90000 0.00903 1253.90000 0.00000 0.00000 -0.00000 0.00000 
0.60800 -0.49813 1239.61000 0.00893 1239.61000 0.00000 0.00000 -0.00000 0.00000 
0.60900 -0.49237 1227.09000 0.00883 1227.09000 0.00000 0.00000 -0.00000 0.00000 
0.61000 -0.48658 1216.23000 0.00874 1216.23000 0.00000 0.00000 -0.00000 0.00000 
0.61100 -0.48061 1203.02000 0.00863 1203.02000 0.00000 0.00000 -0.00000 0.00000 
0.61200 -0.47448 1188.25000 0.00853 1188.25000 0.00000 0.00000 -0.00000 0.00000 
0.61300 -0.46834 1174.84000 0.00843 1174.84000 0.00000 0.00000 -0.00000 0.00000 
0.61400 -0.46218 1162.71000 0.00832 1162.71000 0.00000 0.00000 -0.00000 0.00000 
0.61500 -0.45604 1149.39000 0.00822 1149.39000 0.00000 0.00000 -0.00000 0.00000 
0.61600 -0.44990 1135.16000 0.00812 1135.16000 0.00000 0.00000 -0.00000 0.00000 
0.61700 -0.44376 1121.94000 0.00801 1121.94000 0.00000 0.00000 -0.00000 0.00000 
0.61800 -0.43760 1109.62000 0.00791 1109.62000 0.00000 0.00000 -0.00000 0.00000 
0.61900 -0.43141 1096.41000 0.00780 1096.41000 0.00000 0.00000 -0.00000 0.00000 
0.62000 -0.42520 1082.43000 0.00770 1082.43000 0.00000 0.00000 -0.00000 0.00000 
0.62100 -0.41898 1069.13000 0.00759 1069.13000 0.00000 0.00000 -0.00000 0.00000 
0.62200 -0.41275 1056.44000 0.00748 1056.44000 0.00000 0.00000 -0.00000 0.00000 
0.62300 -0.40651 1043.24000 0.00738 1043.24000 0.00000 0.00000 -0.00000 0.00000 
0.62400 -0.40027 1029.52000 0.00727 1029.53000 0.00000 0.00000 -0.00000 0.00000 
0.62500 -0.39402 1016.23000 0.00717 1016.23000 0.00000 0.00000 -0.00000 0.00000 
0.62600 -0.38776 1003.30000 0.00706 1003.30000 0.00000 0.00000 -0.00000 0.00000 
0.62700 -0.38150 990.10500 0.00695 990.10500 0.00000 0.00000 -0.00000 0.00000 
0.62800 -0.37523 976.59200 0.00684 976.59200 0.00000 0.00000 -0.00000 0.00000 
0.62900 -0.36896 963.29800 0.00674 963.29800 0.00000 0.00000 -0.00000 0.00000 
0.63000 -0.36269 950.18500 0.00663 950.18600 0.00000 0.00000 -0.00000 0.00000 
0.63100 -0.35642 936.97100 0.00652 936.97100 0.00000 0.00000 -0.00000 0.00000 
0.63200 -0.35014 923.60400 0.00641 923.60400 0.00000 0.00000 -0.00000 0.00000 
0.63300 -0.34386 910.32100 0.00631 910.32135 0.00000 0.00000 -0.00000 0.00000 
0.63400 -0.33758 897.10000 0.00620 897.10000 0.00000 0.00000 -0.00000 0.00000 
0.63500 -0.33131 883.86100 0.00609 883.86084 0.00000 0.00000 -0.00000 0.00000 
0.63600 -0.32503 870.57800 0.00598 870.57800 0.00000 0.00000 -0.00000 0.00000 
0.63700 -0.31875 857.30800 0.00587 857.30800 0.00000 0.00000 -0.00000 0.00000 
0.63800 -0.31247 844.04300 0.00576 844.04300 0.00000 0.00000 -0.00000 0.00000 
0.63900 -0.30901 836.73900 0.00570 836.73900 0.00000 -0.00000 -0.00000 0.00000 
0.64000 -0.30901 836.73900 0.00571 836.73900 0.00000 -0.00000 -0.00000 0.00000 
0.64100 -0.30901 836.73900 0.00571 836.73900 0.00000 -0.00000 -0.00000 0.00000 
0.64200 -0.30901 836.73900 0.00571 836.73900 0.00000 -0.00000 -0.00000 0.00000 
0.64300 -0.30901 836.73900 0.00572 836.73900 0.00000 -0.00000 -0.00000 0.00000 
0.64400 -0.30901 836.73900 0.00572 836.73900 0.00000 -0.00000 -0.00000 0.00000 
0.64500 -0.30901 836.73900 0.00572 836.73900 0.00000 -0.00000 -0.00000 0.00000 
0.64600 -0.30901 836.73900 0.00573 836.73900 0.00000 -0.00000 -0.00000 0.00000 
0.64700 -0.30901 836.73900 0.00573 836.73900 0.00000 -0.00000 -0.00000 0.00000 
0.64800 -0.30901 836.73900 0.00573 836.73900 0.00000 -0.00000 -0.00000 0.00000 
0.64900 -0.30901 836.73900 0.00573 836.73900 0.00000 -0.00000 -0.00000 0.00000 
0.65000 -0.30901 836.73900 0.00574 836.73900 0.00000 -0.00000 -0.00000 0.00000 
