Time(s) Force[Z](Spherical:10)(N) Force[Y](Spherical:10)(N) Force[X](Spherical:10)(N) Force(Spherical:10)(N) Moment[Z](Spherical:10)(N.mm) Moment[Y](Spherical:10)(N.mm) Moment[X](Spherical:10)(N.mm) Moment(Spherical:10)(N.mm) 
0.00000 -0.04962 -835.22400 0.00085 835.22400 0.00000 0.00000 0.00005 0.00005 
0.00100 -0.05099 -848.46400 0.00088 848.46400 -0.00000 -0.00000 0.00000 0.00000 
0.00200 -0.05236 -861.70700 0.00090 861.70700 -0.00000 -0.00000 0.00000 0.00000 
0.00300 -0.05373 -874.95700 0.00092 874.95700 -0.00000 -0.00000 0.00000 0.00000 
0.00400 -0.05511 -888.22600 0.00095 888.22600 -0.00000 -0.00000 0.00000 0.00000 
0.00500 -0.05648 -901.40000 0.00097 901.40000 -0.00000 -0.00000 0.00000 0.00000 
0.00600 -0.05785 -914.62200 0.00099 914.62200 -0.00000 -0.00000 0.00000 0.00000 
0.00700 -0.05922 -927.91500 0.00101 927.91500 -0.00000 -0.00000 0.00000 0.00000 
0.00800 -0.06059 -941.30500 0.00104 941.30500 -0.00000 -0.00000 0.00000 0.00000 
0.00900 -0.06196 -954.32600 0.00106 954.32600 -0.00000 -0.00000 0.00000 0.00000 
0.01000 -0.06333 -967.49100 0.00108 967.49100 -0.00000 -0.00000 0.00000 0.00000 
0.01100 -0.06470 -980.85400 0.00111 980.85400 -0.00000 -0.00000 0.00000 0.00000 
0.01200 -0.06607 -994.45700 0.00113 994.45700 -0.00000 -0.00000 0.00000 0.00000 
0.01300 -0.06744 -1007.24000 0.00115 1007.24000 -0.00000 -0.00000 0.00000 0.00000 
0.01400 -0.06880 -1020.30000 0.00117 1020.30000 -0.00000 -0.00000 0.00000 0.00000 
0.01500 -0.07017 -1033.76000 0.00120 1033.76000 -0.00000 -0.00000 0.00000 0.00000 
0.01600 -0.07153 -1047.65000 0.00122 1047.65000 -0.00000 -0.00000 0.00000 0.00000 
0.01700 -0.07289 -1060.15000 0.00124 1060.15000 -0.00000 -0.00000 0.00000 0.00000 
0.01800 -0.07425 -1073.08000 0.00127 1073.08000 -0.00000 -0.00000 0.00000 0.00000 
0.01900 -0.07560 -1086.65000 0.00129 1086.65000 -0.00000 -0.00000 0.00000 0.00000 
0.02000 -0.07695 -1100.94000 0.00131 1100.94000 -0.00000 -0.00000 0.00000 0.00000 
0.02100 -0.07829 -1113.03000 0.00133 1113.03000 -0.00000 -0.00000 0.00000 0.00000 
0.02200 -0.07963 -1125.72000 0.00136 1125.72000 -0.00000 -0.00000 0.00000 0.00000 
0.02300 -0.08095 -1139.36000 0.00138 1139.36000 -0.00000 -0.00000 0.00000 0.00000 
0.02400 -0.08228 -1154.03000 0.00140 1154.03000 -0.00000 -0.00000 0.00000 0.00000 
0.02500 -0.08361 -1165.89000 0.00142 1165.89000 -0.00000 -0.00000 0.00000 0.00000 
0.02600 -0.08494 -1178.56000 0.00144 1178.56000 -0.00000 -0.00000 0.00000 0.00000 
0.02700 -0.08626 -1192.54000 0.00147 1192.54000 -0.00000 -0.00000 0.00000 0.00000 
0.02800 -0.08756 -1207.95000 0.00149 1207.95000 -0.00000 -0.00000 0.00000 0.00000 
0.02900 -0.08882 -1218.70000 0.00151 1218.70000 -0.00000 -0.00000 0.00000 0.00000 
0.03000 -0.09005 -1230.27000 0.00153 1230.27000 -0.00000 -0.00000 0.00000 0.00000 
0.03100 -0.09127 -1243.55000 0.00155 1243.55000 -0.00000 -0.00000 0.00000 0.00000 
0.03200 -0.09248 -1258.63000 0.00157 1258.63000 -0.00000 -0.00000 0.00000 0.00000 
0.03300 -0.09250 -1258.67000 0.00157 1258.67000 -0.00000 -0.00000 0.00000 0.00000 
0.03400 -0.09234 -1257.38000 0.00157 1257.38000 -0.00000 -0.00000 0.00000 0.00000 
0.03500 -0.09218 -1257.21000 0.00157 1257.21000 -0.00000 -0.00000 0.00000 0.00000 
0.03600 -0.09200 -1258.12000 0.00156 1258.12000 -0.00000 -0.00000 0.00000 0.00000 
0.03700 -0.09187 -1256.91000 0.00156 1256.91000 -0.00000 -0.00000 0.00000 0.00000 
0.03800 -0.09174 -1256.27000 0.00156 1256.27000 -0.00000 -0.00000 0.00000 0.00000 
0.03900 -0.09159 -1256.73000 0.00156 1256.73000 -0.00000 -0.00000 0.00000 0.00000 
0.04000 -0.09144 -1258.28000 0.00155 1258.28000 -0.00000 -0.00000 0.00000 0.00000 
0.04100 -0.09128 -1257.12000 0.00155 1257.12000 -0.00000 -0.00000 0.00000 0.00000 
0.04200 -0.09110 -1256.29000 0.00155 1256.29000 -0.00000 -0.00000 0.00000 0.00000 
0.04300 -0.09092 -1256.51000 0.00154 1256.51000 -0.00000 -0.00000 0.00000 0.00000 
0.04400 -0.09073 -1257.77000 0.00154 1257.77000 -0.00000 -0.00000 0.00000 0.00000 
0.04500 -0.09054 -1256.71000 0.00154 1256.71000 -0.00000 -0.00000 0.00000 0.00000 
0.04600 -0.09034 -1255.94000 0.00153 1255.94000 -0.00000 -0.00000 0.00000 0.00000 
0.04700 -0.09013 -1256.17000 0.00153 1256.17000 -0.00000 -0.00000 0.00000 0.00000 
0.04800 -0.08992 -1257.39000 0.00153 1257.39000 -0.00000 -0.00000 0.00000 0.00000 
0.04900 -0.08970 -1256.41000 0.00152 1256.41000 -0.00000 -0.00000 0.00000 0.00000 
0.05000 -0.08947 -1255.64000 0.00152 1255.64000 -0.00000 -0.00000 0.00000 0.00000 
0.05100 -0.08924 -1255.81000 0.00152 1255.81000 -0.00000 -0.00000 0.00000 0.00000 
0.05200 -0.08900 -1256.91000 0.00151 1256.91000 -0.00000 -0.00000 0.00000 0.00000 
0.05300 -0.08875 -1256.03000 0.00151 1256.03000 -0.00000 -0.00000 0.00000 0.00000 
0.05400 -0.08850 -1255.28000 0.00150 1255.28000 -0.00000 -0.00000 0.00000 0.00000 
0.05500 -0.08824 -1255.41000 0.00150 1255.41000 -0.00000 -0.00000 0.00000 0.00000 
0.05600 -0.08797 -1256.41000 0.00150 1256.41000 -0.00000 -0.00000 0.00000 0.00000 
0.05700 -0.08770 -1255.62000 0.00149 1255.62000 -0.00000 -0.00000 0.00000 0.00000 
0.05800 -0.08742 -1254.89000 0.00149 1254.89000 -0.00000 -0.00000 0.00000 0.00000 
0.05900 -0.08713 -1254.98000 0.00148 1254.98000 -0.00000 -0.00000 0.00000 0.00000 
0.06000 -0.08684 -1255.86000 0.00148 1255.86000 -0.00000 -0.00000 0.00000 0.00000 
0.06100 -0.08654 -1255.16000 0.00147 1255.16000 -0.00000 -0.00000 0.00000 0.00000 
0.06200 -0.08623 -1254.47000 0.00147 1254.47000 -0.00000 -0.00000 0.00000 0.00000 
0.06300 -0.08592 -1254.51000 0.00146 1254.51000 -0.00000 -0.00000 0.00000 0.00000 
0.06400 -0.08559 -1255.28000 0.00146 1255.28000 -0.00000 -0.00000 0.00000 0.00000 
0.06500 -0.08527 -1254.66000 0.00145 1254.66000 -0.00000 -0.00000 0.00000 0.00000 
0.06600 -0.08493 -1254.01000 0.00145 1254.01000 -0.00000 -0.00000 0.00000 0.00000 
0.06700 -0.08459 -1254.01000 0.00144 1254.01000 -0.00000 -0.00000 0.00000 0.00000 
0.06800 -0.08424 -1254.65000 0.00143 1254.65000 -0.00000 -0.00000 0.00000 0.00000 
0.06900 -0.08389 -1254.12000 0.00143 1254.12000 -0.00000 -0.00000 0.00000 0.00000 
0.07000 -0.08353 -1253.52000 0.00142 1253.52000 -0.00000 -0.00000 0.00000 0.00000 
0.07100 -0.08316 -1253.48000 0.00142 1253.48000 -0.00000 -0.00000 0.00000 0.00000 
0.07200 -0.08278 -1253.99000 0.00141 1253.99000 -0.00000 -0.00000 0.00000 0.00000 
0.07300 -0.08240 -1253.55000 0.00140 1253.55000 -0.00000 -0.00000 0.00000 0.00000 
0.07400 -0.08201 -1253.00000 0.00140 1253.00000 -0.00000 -0.00000 0.00000 0.00000 
0.07500 -0.08162 -1252.92000 0.00139 1252.92000 -0.00000 -0.00000 0.00000 0.00000 
0.07600 -0.08121 -1253.30000 0.00139 1253.30000 -0.00000 -0.00000 0.00000 0.00000 
0.07700 -0.08080 -1252.93000 0.00138 1252.93000 -0.00000 -0.00000 0.00000 0.00000 
0.07800 -0.08039 -1252.45000 0.00137 1252.45000 -0.00000 -0.00000 0.00000 0.00000 
0.07900 -0.07997 -1252.34000 0.00136 1252.34000 -0.00000 -0.00000 0.00000 0.00000 
0.08000 -0.07953 -1252.58000 0.00136 1252.58000 -0.00000 -0.00000 0.00000 0.00000 
0.08100 -0.07910 -1252.28000 0.00135 1252.28000 0.00000 -0.00000 0.00000 0.00000 
0.08200 -0.07865 -1251.86000 0.00134 1251.86000 0.00000 0.00000 0.00000 0.00000 
0.08300 -0.07820 -1251.72000 0.00134 1251.72000 0.00000 0.00000 0.00000 0.00000 
0.08400 -0.07774 -1251.83000 0.00133 1251.83000 0.00000 0.00000 0.00000 0.00000 
0.08500 -0.07728 -1251.59000 0.00132 1251.59000 0.00000 0.00000 0.00000 0.00000 
0.08600 -0.07681 -1251.26000 0.00131 1251.26000 0.00000 0.00000 0.00000 0.00000 
0.08700 -0.07633 -1251.09000 0.00131 1251.09000 0.00000 0.00000 0.00000 0.00000 
0.08800 -0.07584 -1251.06000 0.00130 1251.06000 0.00000 0.00000 0.00000 0.00000 
0.08900 -0.07535 -1250.87000 0.00129 1250.87000 -0.00000 0.00000 -0.00000 0.00000 
0.09000 -0.07485 -1250.62000 0.00128 1250.62000 0.00000 0.00000 0.00000 0.00000 
0.09100 -0.07434 -1250.43000 0.00127 1250.43000 0.00000 0.00000 0.00000 0.00000 
0.09200 -0.07383 -1250.26000 0.00126 1250.26000 0.00000 0.00000 0.00000 0.00000 
0.09300 -0.07330 -1250.12000 0.00126 1250.12000 0.00000 0.00000 0.00000 0.00000 
0.09400 -0.07277 -1249.96000 0.00125 1249.96000 0.00000 0.00000 0.00000 0.00000 
0.09500 -0.07224 -1249.75000 0.00124 1249.75000 0.00000 0.00000 0.00000 0.00000 
0.09600 -0.07169 -1249.44000 0.00123 1249.44000 0.00000 0.00000 0.00000 0.00000 
0.09700 -0.07114 -1249.33000 0.00122 1249.33000 0.00000 0.00000 0.00000 0.00000 
0.09800 -0.07058 -1249.28000 0.00121 1249.28000 0.00000 0.00000 0.00000 0.00000 
0.09900 -0.07001 -1249.05000 0.00120 1249.05000 0.00000 0.00000 0.00000 0.00000 
0.10000 -0.06944 -1248.60000 0.00119 1248.60000 0.00000 0.00000 0.00000 0.00000 
0.10100 -0.06886 -1248.52000 0.00118 1248.52000 0.00000 0.00000 0.00000 0.00000 
0.10200 -0.06827 -1248.58000 0.00117 1248.58000 0.00000 0.00000 -0.00000 0.00000 
0.10300 -0.06767 -1248.33000 0.00117 1248.33000 0.00000 0.00000 0.00000 0.00000 
0.10400 -0.06707 -1247.74000 0.00116 1247.74000 0.00000 0.00000 0.00000 0.00000 
0.10500 -0.06645 -1247.68000 0.00115 1247.68000 0.00000 0.00000 0.00000 0.00000 
0.10600 -0.06583 -1247.85000 0.00114 1247.85000 0.00000 0.00000 0.00000 0.00000 
0.10700 -0.06520 -1247.59000 0.00113 1247.59000 0.00000 0.00000 0.00000 0.00000 
0.10800 -0.06457 -1246.86000 0.00112 1246.86000 0.00000 0.00000 0.00000 0.00000 
0.10900 -0.06392 -1246.81000 0.00110 1246.81000 0.00000 0.00000 0.00000 0.00000 
0.11000 -0.06327 -1247.11000 0.00109 1247.11000 0.00000 0.00000 0.00000 0.00000 
0.11100 -0.06260 -1246.84000 0.00108 1246.84000 0.00000 0.00000 0.00000 0.00000 
0.11200 -0.06194 -1245.96000 0.00107 1245.96000 0.00000 0.00000 0.00000 0.00000 
0.11300 -0.06126 -1245.89000 0.00106 1245.89000 0.00000 0.00000 0.00000 0.00000 
0.11400 -0.06057 -1246.36000 0.00105 1246.36000 0.00000 0.00000 0.00000 0.00000 
0.11500 -0.05988 -1246.11000 0.00104 1246.11000 0.00000 0.00000 0.00000 0.00000 
0.11600 -0.05918 -1245.13000 0.00103 1245.13000 0.00000 0.00000 0.00000 0.00000 
0.11700 -0.05847 -1245.03000 0.00102 1245.03000 0.00000 0.00000 0.00000 0.00000 
0.11800 -0.05773 -1245.53000 0.00101 1245.53000 0.00000 0.00000 0.00000 0.00000 
0.11900 -0.05699 -1245.14000 0.00099 1245.14000 0.00000 0.00000 0.00000 0.00000 
0.12000 -0.05624 -1243.81000 0.00098 1243.81000 0.00000 0.00000 0.00000 0.00000 
0.12100 -0.05551 -1243.79000 0.00097 1243.79000 0.00000 0.00000 0.00000 0.00000 
0.12200 -0.05479 -1245.03000 0.00096 1245.03000 0.00000 0.00000 0.00000 0.00000 
0.12300 -0.05407 -1245.39000 0.00095 1245.39000 0.00000 0.00000 0.00000 0.00000 
0.12400 -0.05333 -1244.84000 0.00094 1244.84000 0.00000 0.00000 0.00000 0.00000 
0.12500 -0.05248 -1244.10000 0.00092 1244.10000 0.00000 0.00000 0.00000 0.00000 
0.12600 -0.05154 -1242.61000 0.00091 1242.61000 0.00000 0.00000 0.00000 0.00000 
0.12700 -0.05059 -1239.39000 0.00089 1239.39000 0.00000 0.00000 0.00000 0.00000 
0.12800 -0.04964 -1234.41000 0.00088 1234.41000 0.00000 0.00000 0.00000 0.00000 
0.12900 -0.04829 -1228.06000 0.00085 1228.06000 0.00000 0.00000 0.00000 0.00000 
0.13000 -0.04654 -1218.10000 0.00082 1218.10000 0.00000 0.00000 0.00000 0.00000 
0.13100 -0.04483 -1203.28000 0.00080 1203.28000 0.00000 0.00000 0.00000 0.00000 
0.13200 -0.04317 -1183.61000 0.00077 1183.61000 0.00000 0.00000 0.00000 0.00000 
0.13300 -0.04157 -1168.95000 0.00074 1168.95000 0.00000 0.00000 0.00000 0.00000 
0.13400 -0.04004 -1160.86000 0.00072 1160.86000 0.00000 0.00000 0.00000 0.00000 
0.13500 -0.03855 -1148.34000 0.00069 1148.34000 0.00000 0.00000 0.00000 0.00000 
0.13600 -0.03710 -1131.44000 0.00067 1131.44000 0.00000 0.00000 0.00000 0.00000 
0.13700 -0.03567 -1117.85000 0.00065 1117.85000 0.00000 0.00000 0.00000 0.00000 
0.13800 -0.03424 -1109.12000 0.00062 1109.12000 0.00000 0.00000 0.00000 0.00000 
0.13900 -0.03285 -1096.04000 0.00060 1096.04000 0.00000 0.00000 0.00000 0.00000 
0.14000 -0.03151 -1078.68000 0.00058 1078.68000 0.00000 0.00000 -0.00000 0.00000 
0.14100 -0.03020 -1064.54000 0.00056 1064.54000 0.00000 0.00000 -0.00000 0.00000 
0.14200 -0.02891 -1055.84000 0.00053 1055.84000 0.00000 0.00000 -0.00000 0.00000 
0.14300 -0.02767 -1043.08000 0.00051 1043.08000 0.00000 0.00000 -0.00000 0.00000 
0.14400 -0.02647 -1026.33000 0.00049 1026.33000 0.00000 0.00000 -0.00000 0.00000 
0.14500 -0.02530 -1012.21000 0.00047 1012.21000 0.00000 0.00000 -0.00000 0.00000 
0.14600 -0.02415 -1003.20000 0.00045 1003.20000 0.00000 0.00000 -0.00000 0.00000 
0.14700 -0.02305 -990.47400 0.00044 990.47400 0.00000 0.00000 -0.00000 0.00000 
0.14800 -0.02199 -974.10144 0.00042 974.10144 0.00000 0.00000 -0.00000 0.00000 
0.14900 -0.02096 -959.88400 0.00040 959.88400 0.00000 0.00000 -0.00000 0.00000 
0.15000 -0.01996 -950.56800 0.00039 950.56800 -0.00000 0.00000 -0.00000 0.00000 
0.15100 -0.01900 -937.92700 0.00037 937.92700 0.00000 0.00000 -0.00000 0.00000 
0.15200 -0.01809 -922.06100 0.00035 922.06100 0.00000 0.00000 -0.00000 0.00000 
0.15300 -0.01721 -907.85900 0.00034 907.85900 0.00000 0.00000 -0.00000 0.00000 
0.15400 -0.01636 -898.13300 0.00032 898.13300 0.00000 0.00000 0.00000 0.00000 
0.15500 -0.01556 -885.53500 0.00031 885.53500 0.00000 0.00000 -0.00000 0.00000 
0.15600 -0.01480 -870.17981 0.00030 870.17981 0.00000 0.00000 -0.00000 0.00000 
0.15700 -0.01407 -856.04300 0.00029 856.04300 0.00000 0.00000 -0.00000 0.00000 
0.15800 -0.01337 -845.85000 0.00027 845.85000 0.00000 0.00000 -0.00000 0.00000 
0.15900 -0.01272 -833.27900 0.00026 833.27900 0.00000 0.00000 -0.00000 0.00000 
0.16000 -0.01211 -818.45500 0.00025 818.45500 0.00000 0.00000 -0.00000 0.00000 
0.16100 -0.01154 -804.45100 0.00024 804.45100 0.00000 0.00000 -0.00000 0.00000 
0.16200 -0.01099 -793.73800 0.00023 793.73800 0.00000 0.00000 -0.00000 0.00000 
0.16300 -0.01049 -781.17000 0.00022 781.17000 0.00000 0.00000 -0.00000 0.00000 
0.16400 -0.01004 -766.87700 0.00022 766.87700 0.00000 0.00000 -0.00000 0.00000 
0.16500 -0.00962 -753.06700 0.00021 753.06700 -0.00000 0.00000 -0.00000 0.00000 
0.16600 -0.00923 -741.79700 0.00020 741.79700 0.00000 0.00000 -0.00000 0.00000 
0.16700 -0.00889 -729.21000 0.00020 729.21000 0.00000 0.00000 -0.00000 0.00000 
0.16800 -0.00859 -715.43900 0.00019 715.43900 0.00000 0.00000 -0.00000 0.00000 
0.16900 -0.00832 -701.88300 0.00019 701.88300 0.00000 0.00000 -0.00000 0.00000 
0.17000 -0.00809 -690.02900 0.00018 690.02900 0.00000 0.00000 -0.00000 0.00000 
0.17100 -0.00790 -677.39679 0.00018 677.39679 0.00000 0.00000 -0.00000 0.00000 
0.17200 -0.00775 -664.11969 0.00017 664.11969 0.00000 0.00000 -0.00000 0.00000 
0.17300 -0.00764 -650.86900 0.00017 650.86900 0.00000 0.00000 -0.00000 0.00000 
0.17400 -0.00756 -638.43800 0.00017 638.43800 0.00000 0.00000 -0.00000 0.00000 
0.17500 -0.00753 -625.76178 0.00017 625.76178 0.00000 0.00000 -0.00000 0.00000 
0.17600 -0.00753 -612.96900 0.00017 612.96900 0.00000 0.00000 0.00000 0.00000 
0.17700 -0.00757 -600.06250 0.00017 600.06250 0.00000 0.00000 -0.00000 0.00000 
0.17800 -0.00764 -586.99100 0.00017 586.99100 0.00000 0.00000 -0.00000 0.00000 
0.17900 -0.00776 -574.17400 0.00017 574.17400 0.00000 0.00000 -0.00000 0.00000 
0.18000 -0.00791 -561.73500 0.00017 561.73500 0.00000 0.00000 -0.00000 0.00000 
0.18100 -0.00809 -549.21600 0.00017 549.21600 0.00000 0.00000 -0.00000 0.00000 
0.18200 -0.00832 -535.82400 0.00018 535.82400 0.00000 0.00000 -0.00000 0.00000 
0.18300 -0.00859 -523.18000 0.00018 523.18000 0.00000 0.00000 0.00000 0.00000 
0.18400 -0.00888 -511.39400 0.00018 511.39400 0.00000 0.00000 -0.00000 0.00000 
0.18500 -0.00921 -499.23900 0.00019 499.23900 0.00000 0.00000 -0.00000 0.00000 
0.18600 -0.00956 -484.35500 0.00019 484.35500 0.00000 0.00000 0.00000 0.00000 
0.18700 -0.00995 -470.58551 0.00020 470.58551 0.00000 0.00000 -0.00000 0.00000 
0.18800 -0.01037 -458.03656 0.00020 458.03656 0.00000 0.00000 0.00000 0.00000 
0.18900 -0.01085 -446.44900 0.00021 446.44900 0.00000 0.00000 0.00000 0.00000 
0.19000 -0.01141 -435.27890 0.00022 435.27890 0.00000 0.00000 -0.00000 0.00000 
0.19100 -0.01198 -425.76500 0.00023 425.76500 0.00000 0.00000 0.00000 0.00000 
0.19200 -0.01257 -417.95800 0.00024 417.95800 0.00000 0.00000 -0.00000 0.00000 
0.19300 -0.01321 -412.61500 0.00025 412.61500 -0.00000 0.00000 0.00000 0.00000 
0.19400 -0.01396 -411.61800 0.00026 411.61800 -0.00000 0.00000 -0.00000 0.00000 
0.19500 -0.01468 -412.66400 0.00027 412.66400 0.00000 0.00000 -0.00000 0.00000 
0.19600 -0.01539 -415.70500 0.00028 415.70500 0.00000 0.00000 -0.00000 0.00000 
0.19700 -0.01608 -418.67400 0.00029 418.67400 0.00000 0.00000 0.00000 0.00000 
0.19800 -0.01676 -416.12200 0.00030 416.12200 0.00000 0.00000 0.00000 0.00000 
0.19900 -0.01743 -415.39800 0.00031 415.39800 0.00000 -0.00000 0.00000 0.00000 
0.20000 -0.01809 -416.46700 0.00032 416.46700 0.00000 0.00000 0.00000 0.00000 
0.20100 -0.01874 -418.01800 0.00033 418.01800 0.00000 0.00000 -0.00000 0.00000 
0.20200 -0.01940 -416.11145 0.00034 416.11145 0.00000 0.00000 0.00000 0.00000 
0.20300 -0.02004 -415.88858 0.00035 415.88858 0.00000 -0.00000 0.00000 0.00000 
0.20400 -0.02067 -417.31200 0.00036 417.31200 0.00000 0.00000 -0.00000 0.00000 
0.20500 -0.02129 -419.16600 0.00036 419.16600 -0.00000 -0.00000 -0.00000 0.00000 
0.20600 -0.02191 -417.29000 0.00037 417.29000 -0.00000 -0.00000 0.00000 0.00000 
0.20700 -0.02252 -416.94800 0.00037 416.94800 0.00001 0.00000 -0.00000 0.00001 
0.20800 -0.02312 -418.10600 0.00038 418.10600 0.00001 0.00000 -0.00000 0.00001 
0.20900 -0.02371 -419.77800 0.00039 419.77800 0.00000 -0.00000 0.00000 0.00000 
0.21000 -0.02430 -418.09800 0.00042 418.09800 0.00000 0.00000 -0.00000 0.00000 
0.21100 -0.02488 -417.81000 0.00045 417.81000 0.00000 -0.00000 -0.00000 0.00000 
0.21200 -0.02545 -418.87900 0.00047 418.87900 0.00000 0.00000 0.00000 0.00000 
0.21300 -0.02601 -420.49000 0.00048 420.49000 0.00000 0.00000 0.00000 0.00000 
0.21400 -0.02657 -418.95929 0.00049 418.95929 0.00000 -0.00000 0.00000 0.00000 
0.21500 -0.02713 -418.68222 0.00049 418.68222 -0.00000 0.00000 -0.00000 0.00000 
0.21600 -0.02767 -419.62500 0.00050 419.62500 -0.00000 0.00000 0.00000 0.00000 
0.21700 -0.02821 -421.13100 0.00050 421.13100 0.00000 0.00000 -0.00000 0.00000 
0.21800 -0.02874 -419.76000 0.00051 419.76000 -0.00000 -0.00000 -0.00000 0.00000 
0.21900 -0.02927 -419.50900 0.00051 419.50900 0.00000 -0.00000 -0.00000 0.00000 
0.22000 -0.02978 -420.34400 0.00052 420.34400 -0.00000 -0.00000 0.00000 0.00000 
0.22100 -0.03029 -421.74800 0.00053 421.74800 -0.00000 -0.00000 0.00000 0.00000 
0.22200 -0.03079 -420.53200 0.00054 420.53200 0.00000 -0.00000 0.00000 0.00000 
0.22300 -0.03129 -420.30600 0.00055 420.30600 -0.00000 -0.00000 0.00000 0.00000 
0.22400 -0.03178 -421.03700 0.00055 421.03700 0.00000 -0.00000 0.00000 0.00000 
0.22500 -0.03226 -422.32800 0.00056 422.32800 -0.00000 -0.00000 -0.00000 0.00000 
