Time(s) Force[Z](Spherical:10)(N) Force[Y](Spherical:10)(N) Force[X](Spherical:10)(N) Force(Spherical:10)(N) Moment[Z](Spherical:10)(N.mm) Moment[Y](Spherical:10)(N.mm) Moment[X](Spherical:10)(N.mm) Moment(Spherical:10)(N.mm) 
0.50400 -0.03921 -1154.51000 0.00085 1154.51000 0.00000 0.00000 -0.00000 0.00000 
0.50500 -0.04072 -1165.04000 0.00088 1165.04000 0.00000 0.00000 -0.00000 0.00000 
0.50600 -0.04227 -1171.15000 0.00090 1171.15000 0.00000 0.00000 0.00000 0.00000 
0.50700 -0.04391 -1193.05000 0.00093 1193.05000 0.00000 0.00000 0.00000 0.00000 
0.50800 -0.04559 -1210.54000 0.00097 1210.54000 0.00000 0.00000 0.00000 0.00000 
0.50900 -0.04732 -1223.18000 0.00100 1223.18000 0.00000 0.00000 0.00000 0.00000 
0.51000 -0.04909 -1230.96000 0.00103 1230.96000 0.00000 0.00000 0.00000 0.00000 
0.51100 -0.05006 -1236.87000 0.00105 1236.87000 0.00000 0.00000 0.00000 0.00000 
0.51200 -0.05101 -1241.05000 0.00106 1241.05000 0.00000 0.00000 0.00000 0.00000 
0.51300 -0.05196 -1243.49000 0.00108 1243.49000 0.00000 0.00000 0.00000 0.00000 
0.51400 -0.05290 -1244.23000 0.00110 1244.23000 0.00000 0.00000 0.00000 0.00000 
0.51500 -0.05366 -1245.21000 0.00111 1245.21000 0.00000 0.00000 0.00000 0.00000 
0.51600 -0.05439 -1245.34000 0.00112 1245.34000 0.00000 0.00000 0.00000 0.00000 
0.51700 -0.05511 -1244.58000 0.00114 1244.58000 0.00000 0.00000 0.00000 0.00000 
0.51800 -0.05583 -1242.96000 0.00115 1242.96000 0.00000 0.00000 0.00000 0.00000 
0.51900 -0.05658 -1244.52000 0.00116 1244.52000 0.00000 0.00000 0.00000 0.00000 
0.52000 -0.05732 -1245.43000 0.00118 1245.43000 0.00000 0.00000 0.00000 0.00000 
0.52100 -0.05806 -1245.42000 0.00119 1245.42000 0.00000 0.00000 0.00000 0.00000 
0.52200 -0.05879 -1244.52000 0.00120 1244.52000 0.00000 0.00000 0.00000 0.00000 
0.52300 -0.05949 -1245.66000 0.00122 1245.66000 0.00000 0.00000 -0.00000 0.00001 
0.52400 -0.06019 -1246.31000 0.00123 1246.31000 0.00000 0.00000 0.00000 0.00000 
0.52500 -0.06088 -1246.23000 0.00124 1246.23000 0.00000 0.00000 0.00000 0.00000 
0.52600 -0.06156 -1245.47000 0.00125 1245.47000 0.00000 0.00000 0.00000 0.00000 
0.52700 -0.06223 -1246.43000 0.00127 1246.43000 0.00000 0.00000 0.00000 0.00000 
0.52800 -0.06290 -1247.04000 0.00128 1247.04000 0.00000 0.00000 0.00000 0.00000 
0.52900 -0.06356 -1247.04000 0.00129 1247.04000 0.00000 0.00000 0.00000 0.00000 
0.53000 -0.06421 -1246.49000 0.00130 1246.49000 0.00000 0.00000 0.00000 0.00000 
0.53100 -0.06485 -1247.25000 0.00131 1247.25000 0.00000 0.00000 0.00000 0.00000 
0.53200 -0.06548 -1247.77000 0.00132 1247.77000 0.00000 0.00000 0.00000 0.00000 
0.53300 -0.06611 -1247.83000 0.00134 1247.83000 0.00000 0.00000 0.00000 0.00000 
0.53400 -0.06672 -1247.46000 0.00135 1247.46000 0.00000 0.00000 0.00000 0.00000 
0.53500 -0.06733 -1248.05000 0.00136 1248.05000 0.00000 0.00000 0.00000 0.00000 
0.53600 -0.06793 -1248.48000 0.00137 1248.48000 0.00000 0.00000 0.00000 0.00000 
0.53700 -0.06853 -1248.59000 0.00138 1248.59000 0.00000 0.00000 0.00000 0.00000 
0.53800 -0.06912 -1248.40000 0.00139 1248.40000 0.00000 0.00000 0.00000 0.00000 
0.53900 -0.06969 -1248.83000 0.00140 1248.83000 0.00000 0.00000 0.00000 0.00000 
0.54000 -0.07026 -1249.18000 0.00141 1249.18000 0.00000 0.00000 0.00000 0.00000 
0.54100 -0.07083 -1249.33000 0.00142 1249.33000 0.00000 0.00000 0.00000 0.00000 
0.54200 -0.07138 -1249.31000 0.00144 1249.31000 0.00000 0.00000 0.00000 0.00000 
0.54300 -0.07193 -1249.59000 0.00145 1249.59000 0.00000 0.00000 0.00000 0.00000 
0.54400 -0.07247 -1249.85000 0.00146 1249.85000 0.00000 0.00000 0.00000 0.00000 
0.54500 -0.07301 -1250.04000 0.00147 1250.04000 0.00000 0.00000 0.00000 0.00000 
0.54600 -0.07353 -1250.18000 0.00148 1250.18000 0.00000 0.00000 0.00000 0.00000 
0.54700 -0.07405 -1250.33000 0.00149 1250.33000 0.00000 0.00000 0.00000 0.00000 
0.54800 -0.07456 -1250.51000 0.00150 1250.51000 0.00000 0.00000 0.00000 0.00000 
0.54900 -0.07507 -1250.73000 0.00151 1250.73000 0.00000 0.00000 0.00000 0.00000 
0.55000 -0.07557 -1251.01000 0.00152 1251.01000 -0.00000 0.00000 0.00000 0.00000 
0.55100 -0.07606 -1251.06000 0.00153 1251.06000 0.00000 0.00000 0.00000 0.00000 
0.55200 -0.07654 -1251.14000 0.00154 1251.14000 0.00000 0.00000 0.00000 0.00000 
0.55300 -0.07701 -1251.39000 0.00154 1251.39000 0.00000 0.00000 0.00000 0.00000 
0.55400 -0.07748 -1251.81000 0.00155 1251.81000 0.00000 0.00000 0.00000 0.00000 
0.55500 -0.07795 -1251.76000 0.00156 1251.76000 0.00000 0.00000 0.00000 0.00000 
0.55600 -0.07840 -1251.76000 0.00157 1251.76000 -0.00000 0.00000 0.00000 0.00000 
0.55700 -0.07885 -1252.02000 0.00158 1252.02000 -0.00000 0.00000 0.00000 0.00000 
0.55800 -0.07929 -1252.56000 0.00159 1252.56000 -0.00000 -0.00000 0.00000 0.00000 
0.55900 -0.07972 -1252.43000 0.00160 1252.43000 -0.00000 -0.00000 0.00000 0.00000 
0.56000 -0.08015 -1252.34000 0.00161 1252.34000 -0.00000 -0.00000 0.00000 0.00000 
0.56100 -0.08057 -1252.62000 0.00162 1252.62000 -0.00000 -0.00000 0.00000 0.00000 
0.56200 -0.08098 -1253.28000 0.00162 1253.28000 -0.00000 -0.00000 0.00000 0.00000 
0.56300 -0.08139 -1253.08000 0.00163 1253.08000 -0.00000 -0.00000 0.00000 0.00000 
0.56400 -0.08179 -1252.90000 0.00164 1252.90000 -0.00000 -0.00000 0.00000 0.00000 
0.56500 -0.08218 -1253.18000 0.00165 1253.18000 -0.00000 -0.00000 0.00000 0.00000 
0.56600 -0.08257 -1253.96000 0.00166 1253.96000 -0.00000 -0.00000 0.00000 0.00000 
0.56700 -0.08295 -1253.70000 0.00167 1253.70000 -0.00000 -0.00000 0.00000 0.00000 
0.56800 -0.08332 -1253.43000 0.00167 1253.43000 -0.00000 -0.00000 0.00000 0.00000 
0.56900 -0.08368 -1253.72000 0.00168 1253.72000 -0.00000 -0.00000 0.00000 0.00000 
0.57000 -0.08404 -1254.59000 0.00169 1254.59000 -0.00000 -0.00000 0.00000 0.00000 
0.57100 -0.08439 -1254.29000 0.00170 1254.29000 -0.00000 -0.00000 0.00000 0.00000 
0.57200 -0.08474 -1253.93000 0.00170 1253.93000 -0.00000 -0.00000 0.00000 0.00000 
0.57300 -0.08508 -1254.22000 0.00171 1254.22000 -0.00000 -0.00000 0.00000 0.00000 
0.57400 -0.08541 -1255.17000 0.00172 1255.17000 -0.00000 -0.00000 0.00000 0.00000 
0.57500 -0.08573 -1254.85000 0.00173 1254.85000 -0.00000 -0.00000 0.00000 0.00000 
0.57600 -0.08605 -1254.40000 0.00173 1254.40000 -0.00000 -0.00000 0.00000 0.00000 
0.57700 -0.08636 -1254.69000 0.00174 1254.69000 -0.00000 -0.00000 0.00000 0.00000 
0.57800 -0.08666 -1255.72000 0.00175 1255.72000 -0.00000 -0.00000 0.00000 0.00000 
0.57900 -0.08696 -1255.37000 0.00175 1255.37000 -0.00000 -0.00000 -0.00000 0.00000 
0.58000 -0.08725 -1254.84000 0.00176 1254.84000 -0.00000 -0.00000 0.00000 0.00000 
0.58100 -0.08754 -1255.12000 0.00177 1255.12000 -0.00000 -0.00000 0.00000 0.00000 
0.58200 -0.08781 -1256.21000 0.00177 1256.21000 -0.00000 -0.00000 0.00000 0.00000 
0.58300 -0.08808 -1255.86000 0.00178 1255.86000 -0.00000 -0.00000 0.00000 0.00000 
0.58400 -0.08835 -1255.25000 0.00179 1255.25000 -0.00000 -0.00000 0.00000 0.00000 
0.58500 -0.08861 -1255.51000 0.00179 1255.51000 -0.00000 -0.00000 0.00000 0.00000 
0.58600 -0.08886 -1256.66000 0.00180 1256.66000 -0.00000 -0.00000 0.00000 0.00000 
0.58700 -0.08910 -1256.31000 0.00181 1256.31000 -0.00000 -0.00000 0.00000 0.00000 
0.58800 -0.08934 -1255.62000 0.00181 1255.62000 -0.00000 -0.00000 0.00000 0.00000 
0.58900 -0.08957 -1255.87000 0.00182 1255.87000 -0.00000 -0.00000 0.00000 0.00000 
0.59000 -0.08979 -1257.07000 0.00182 1257.07000 -0.00000 -0.00000 0.00000 0.00000 
0.59100 -0.09001 -1256.72000 0.00183 1256.72000 -0.00000 -0.00000 0.00000 0.00000 
0.59200 -0.09022 -1255.94000 0.00183 1255.94000 -0.00000 -0.00000 0.00000 0.00000 
0.59300 -0.09042 -1256.16000 0.00184 1256.16000 -0.00000 -0.00000 0.00000 0.00000 
0.59400 -0.09061 -1257.38000 0.00185 1257.38000 -0.00000 -0.00000 0.00000 0.00000 
0.59500 -0.09081 -1257.08000 0.00185 1257.08000 -0.00000 -0.00000 0.00000 0.00000 
0.59600 -0.09099 -1256.28000 0.00186 1256.28000 -0.00000 -0.00000 0.00000 0.00000 
0.59700 -0.09117 -1256.53000 0.00186 1256.53000 -0.00000 -0.00000 0.00000 0.00000 
0.59800 -0.09134 -1257.83000 0.00187 1257.83000 -0.00000 -0.00000 0.00000 0.00000 
0.59900 -0.09150 -1257.45000 0.00187 1257.45000 -0.00000 -0.00000 0.00000 0.00000 
0.60000 -0.09165 -1256.38000 0.00188 1256.38000 -0.00000 -0.00000 0.00000 0.00000 
0.60100 -0.09179 -1256.42000 0.00188 1256.42000 -0.00000 -0.00000 0.00000 0.00000 
0.60200 -0.09192 -1257.56000 0.00189 1257.56000 -0.00000 -0.00000 0.00000 0.00000 
0.60300 -0.09207 -1257.58000 0.00189 1257.58000 -0.00000 -0.00000 0.00000 0.00000 
0.60400 -0.09224 -1257.15000 0.00190 1257.15000 -0.00000 -0.00000 0.00000 0.00000 
0.60500 -0.09240 -1257.82000 0.00190 1257.82000 -0.00000 -0.00000 0.00000 0.00000 
0.60600 -0.09256 -1259.61000 0.00191 1259.61000 -0.00000 -0.00000 0.00000 0.00000 
0.60700 -0.09193 -1251.63000 0.00190 1251.63000 -0.00000 -0.00000 0.00000 0.00000 
0.60800 -0.09071 -1237.37000 0.00187 1237.37000 -0.00000 -0.00000 0.00000 0.00000 
0.60900 -0.08949 -1224.87000 0.00185 1224.87000 -0.00000 -0.00000 0.00000 0.00000 
0.61000 -0.08825 -1214.03000 0.00183 1214.03000 -0.00000 -0.00000 0.00000 0.00000 
0.61100 -0.08697 -1200.85000 0.00181 1200.85000 -0.00000 -0.00000 0.00000 0.00000 
0.61200 -0.08566 -1186.09000 0.00178 1186.09000 -0.00000 -0.00000 0.00000 0.00000 
0.61300 -0.08433 -1172.71000 0.00176 1172.71000 -0.00000 -0.00000 0.00000 0.00000 
0.61400 -0.08300 -1160.61000 0.00174 1160.61000 -0.00000 -0.00000 0.00000 0.00000 
0.61500 -0.08167 -1147.31000 0.00171 1147.31000 -0.00000 -0.00000 0.00000 0.00000 
0.61600 -0.08035 -1133.11000 0.00169 1133.11000 -0.00000 -0.00000 0.00000 0.00000 
0.61700 -0.07902 -1119.91000 0.00166 1119.91000 -0.00000 -0.00000 0.00000 0.00000 
0.61800 -0.07768 -1107.61000 0.00164 1107.61000 -0.00000 -0.00000 0.00000 0.00000 
0.61900 -0.07633 -1094.43000 0.00162 1094.43000 -0.00000 -0.00000 0.00000 0.00000 
0.62000 -0.07498 -1080.47000 0.00159 1080.47000 -0.00000 -0.00000 0.00000 0.00000 
0.62100 -0.07363 -1067.20000 0.00157 1067.20000 -0.00000 -0.00000 0.00000 0.00000 
0.62200 -0.07227 -1054.52000 0.00154 1054.52000 -0.00000 -0.00000 0.00000 0.00000 
0.62300 -0.07091 -1041.35000 0.00152 1041.35000 -0.00000 -0.00000 0.00000 0.00000 
0.62400 -0.06955 -1027.66000 0.00149 1027.66000 -0.00000 -0.00000 0.00000 0.00000 
0.62500 -0.06818 -1014.39000 0.00147 1014.39000 -0.00000 -0.00000 0.00000 0.00000 
0.62600 -0.06681 -1001.49000 0.00144 1001.49000 -0.00000 -0.00000 0.00000 0.00000 
0.62700 -0.06545 -988.31500 0.00142 988.31500 -0.00000 -0.00000 0.00000 0.00000 
0.62800 -0.06408 -974.82550 0.00139 974.82550 -0.00000 -0.00000 0.00000 0.00000 
0.62900 -0.06271 -961.55600 0.00137 961.55600 -0.00000 -0.00000 0.00000 0.00000 
0.63000 -0.06134 -948.46759 0.00134 948.46759 -0.00000 -0.00000 0.00000 0.00000 
0.63100 -0.05997 -935.27710 0.00132 935.27700 -0.00000 -0.00000 0.00000 0.00000 
0.63200 -0.05859 -921.93400 0.00129 921.93400 -0.00000 -0.00000 0.00000 0.00000 
0.63300 -0.05722 -908.67600 0.00127 908.67600 -0.00000 -0.00000 0.00000 0.00000 
0.63400 -0.05585 -895.47900 0.00124 895.47900 -0.00000 -0.00000 0.00000 0.00000 
0.63500 -0.05448 -882.26300 0.00122 882.26300 -0.00000 -0.00000 0.00000 0.00000 
0.63600 -0.05311 -869.00400 0.00119 869.00400 -0.00000 -0.00000 0.00000 0.00000 
0.63700 -0.05174 -855.75800 0.00116 855.75800 -0.00000 -0.00000 0.00000 0.00000 
0.63800 -0.05036 -842.51700 0.00114 842.51700 -0.00000 -0.00000 0.00000 0.00000 
0.63900 -0.04961 -835.22700 0.00113 835.22700 -0.00000 -0.00000 -0.00000 0.00000 
0.64000 -0.04961 -835.22700 0.00113 835.22700 -0.00000 -0.00000 -0.00000 0.00000 
0.64100 -0.04961 -835.22700 0.00113 835.22700 -0.00000 -0.00000 -0.00000 0.00000 
0.64200 -0.04961 -835.22700 0.00113 835.22700 -0.00000 -0.00000 -0.00000 0.00000 
0.64300 -0.04961 -835.22700 0.00113 835.22700 -0.00000 -0.00000 0.00000 0.00000 
0.64400 -0.04961 -835.22700 0.00114 835.22700 -0.00000 -0.00000 0.00000 0.00000 
0.64500 -0.04961 -835.22700 0.00114 835.22700 -0.00000 -0.00000 -0.00000 0.00000 
0.64600 -0.04961 -835.22700 0.00114 835.22700 -0.00000 -0.00000 -0.00000 0.00000 
0.64700 -0.04961 -835.22700 0.00114 835.22700 -0.00000 -0.00000 0.00000 0.00000 
0.64800 -0.04961 -835.22700 0.00114 835.22700 -0.00000 -0.00000 0.00000 0.00000 
0.64900 -0.04961 -835.22700 0.00115 835.22700 -0.00000 -0.00000 0.00000 0.00000 
0.65000 -0.04961 -835.22700 0.00115 835.22700 -0.00000 -0.00000 0.00000 0.00000 
