tiempo,angulosArfada,VelocidadAngularArfada,AceleracionAngularArfada
0,2.93467378830528,0,0
0.00634992172762456,2.93466577509183,-0.00378581621929049,-1.19239720780053
0.0126998434552491,2.93460968266674,-0.015143232234196,-2.38478157337438
0.0190497651828737,2.93445743240692,-0.0340720738807243,-3.57712037162321
0.0253996869104982,2.93416094759535,-0.060571893364698,-4.76936050683322
0.0317496086381228,2.93367215555092,-0.0946418492926414,-5.961431890484
0.0380995303657473,2.93294299043299,-0.136280617281749,-7.15325386514425
0.0444494520933719,2.93192539645858,-0.185486353748637,-8.3447457024557
0.0507993738209964,2.93057133210666,-0.242247278906532,-9.47623121824865
0.057149295548621,2.92884204208768,-0.30241622423183,-9.47483079274561
0.0634992172762456,2.92673071281478,-0.36257602663567,-9.47337455741845
0.0698491390038701,2.92423740249399,-0.42272680026223,-9.47201477566085
0.0761990607314947,2.92136216534696,-0.482869715909352,-9.47093205946463
0.0825489824591192,2.91810504432686,-0.5430071824266,-9.47033582422961
0.0888989041867438,2.91446606267254,-0.603143031365986,-9.47046486180867
0.0952488259143683,2.9104452142777,-0.663282705704371,-9.47158805389518
0.101598747641993,2.90604245284617,-0.723433453609262,-9.47400525182682
0.107948669369617,2.9012576797979,-0.783604528399153,-9.47804835333388
0.114298591097242,2.89609073088191,-0.843807396059143,-9.48408261182648
0.120648512824867,2.89054136144343,-0.904055951916644,-9.49250821964852
0.126998434552491,2.88460923028116,-0.964366748366049,-9.50376221351524
0.133348356280116,2.87829388201759,-1.02475923586205,-9.51832075833412
0.13969827800774,2.8715947278902,-1.08525601978733,-9.53670187507678
0.146048199735365,2.86451102485316,-1.14588313625224,-9.55946868969169
0.152398121462989,2.85704185285828,-1.20667035041478,-9.58723329368123
0.158748043190614,2.84918609015919,-1.26765148153554,-9.62066132349329
0.165097964918238,2.84094238645371,-1.32886475972438,-9.66047738602821
0.171447886645863,2.832309133645,-1.3903532202198,-9.70747148227062
0.177797808373488,2.82328443396205,-1.45216514210045,-9.76250661151371
0.184147730101112,2.81386606513202,-1.51435453960239,-9.82652777638666
0.190497651828737,2.80405144224053,-1.57698171575787,-9.90057265590806
0.196847573556361,2.79383757584836,-1.64011388994783,-9.98578427265689
0.203197495283986,2.78322109059949,-1.70367294638648,-9.84246904605371
0.20954741701161,2.77221186417481,-1.76267906255082,-8.74294007616663
0.215897338739235,2.76085010073326,-1.81471226438041,-7.6459273368228
0.222247260466859,2.74918004046526,-1.85978209121357,-6.54935299084374
0.228597182194484,2.73724590685937,-1.8978839573733,-5.45084935627759
0.234947103922109,2.72509200209414,-1.92899738127854,-4.34778172189263
0.241297025649733,2.71276281317839,-1.95308437685387,-3.2372767236216
0.247646947377358,2.70030312769374,-1.97008804424485,-2.11625686179975
0.253996869104982,2.68775815774477,-1.97993140139154,-0.981482009158825
0.260346790832607,2.67517367043934,-1.98251650422423,0.170400988246745
0.266696712560231,2.66259612289482,-1.977723910956,1.34279929865382
0.273046634287856,2.65007279938558,-1.9654125548536,2.53910420646025
0.27939655601548,2.63765194780837,-1.94542009948677,3.76260879199159
0.285746477743105,2.62538291214124,-1.91756386006108,5.01641172711014
0.29209639947073,2.61331625701278,-1.88164238300265,6.30330598806108
0.298446321198354,2.60150387989224,-1.83743778209112,7.62565180134434
0.304796242925979,2.589998872676,-1.78508623602881,8.59916436474799
0.311146164653603,2.57883768129557,-1.73019611258739,8.69066890254469
0.317496086381228,2.56802693787833,-1.67469902836244,8.79023827341847
0.323846008108852,2.55757065518469,-1.61854566624003,8.89726914273547
0.330195929836477,2.54747314668975,-1.56169067426664,9.01111530090365
0.336545851564101,2.53773900051496,-1.50409294976594,9.13108404071445
0.342895773291726,2.52837305148745,-1.44571594414526,9.25643328581213
0.349245695019351,2.51938035121168,-1.38652798318816,9.3863696082449
0.355595616746975,2.51076613607407,-1.326502596733,9.52004727884057
0.3619455384746,2.50253579314261,-1.26561885071961,9.65656849476962
0.368295460202224,2.49469482397132,-1.20386167368376,9.79498492298077
0.374645381929849,2.48724880637198,-1.14122216893593,9.93430068516304
0.380995303657473,2.48020335427409,-1.07769790292561,10.0734768886292
0.387345225385098,2.47356407585578,-1.01329315972062,10.2114377774437
0.393695147112722,2.46733653019395,-0.948019151177753,10.3470785390656
0.400045068840347,2.46152618274832,-0.881894172304678,10.4792747540996
0.406394990567972,2.45613836006026,-0.814943691563166,10.6068934214429
0.412744912295596,2.45117820411033,-0.747200366486011,10.7288054298587
0.419094834023221,2.44665062683707,-0.678703976003369,10.8438992822066
0.425444755750845,2.4425602653692,-0.609501262312657,10.951095813264
0.43179467747847,2.43891143856387,-0.539645676971291,11.0493635799084
0.438144599206094,2.43570810547007,-0.469197028111007,11.1377345473379
0.444494520933719,2.4329538263484,-0.398221028208704,11.215319651044
0.450844442661343,2.43065172687306,-0.326788744618499,11.2813237852122
0.457194364388968,2.42880358865801,-0.255897381945355,10.6898725793796
0.463544286116593,2.4273848173337,-0.192443740077081,9.29291994796487
0.469894207844217,2.42634070048595,-0.137910298646901,7.88104770872069
0.476244129571842,2.42561432299162,-0.0923785916663911,6.4583259551635
0.482594051299466,2.42514833032339,-0.0559060905088689,5.02825010377254
0.488943973027091,2.42488506926378,-0.0285300806808777,3.59367334677471
0.495293894754715,2.42476670280122,-0.0102718924634297,2.15676209519462
0.50164381648234,2.4247352973968,-0.00114135274380017,0.718970080862332
0.507993738209965,2.4247352973968,0.00114135274380015,0.718970080862326
0.514343659937589,2.42476670280122,0.0102718924634295,2.1567620951946
