tiempo,angulosBalanceo,VelocidadAngularBalanceo,AceleracionAngularBalanceo
0,3.37333097654975,0,0
0.00910190257305997,3.37332299510626,-0.00263068947606609,-0.578048949880518
0.0182038051461199,3.37326712595685,-0.0105224431317976,-1.15601144631172
0.0273057077191799,3.3731154895461,-0.0236735751600051,-1.73366531925089
0.0364076102922399,3.37282023290456,-0.0420797058235612,-2.31064095899648
0.0455095128652999,3.37233356025833,-0.065732425729989,-2.88642288662047
0.0546114154383598,3.37160777571325,-0.0946179804449498,-3.4603527290928
0.0637133180114198,3.37059533776445,-0.128715990293456,-4.03163404970542
0.0728152205844798,3.36924892622331,-0.167991661866255,-4.57050082012442
0.0819171231575397,3.36753072497432,-0.209537102205791,-4.55801074693549
0.0910190257305997,3.36543493527084,-0.250956776632372,-4.54287610607894
0.10012092830366,3.36296281046674,-0.292226915384302,-4.52516493648913
0.10922283087672,3.36011581728866,-0.333324420232519,-4.50495669145399
0.11832473344978,3.35689562925664,-0.37422696647719,-4.48234181353094
0.12742663602284,3.35330411919471,-0.414913100852006,-4.45742126148447
0.1365285385959,3.34934335087056,-0.455362334929652,-4.43030599596694
0.14563044116896,3.34501556980685,-0.495555233685506,-4.40111643118311
0.154732343742019,3.34032319330946,-0.535473498944529,-4.36998186018461
0.163834246315079,3.33526879976042,-0.575100047507236,-4.33703986173157
0.172936148888139,3.32985511722436,-0.614419083823842,-4.30243569683947
0.182038051461199,3.32408501141864,-0.653416167159962,-4.26632170320529
0.191139954034259,3.31796147309709,-0.692078273271825,-4.22885669568794
0.200241856607319,3.31148760489713,-0.730393850682928,-4.190205380915
0.209343759180379,3.30466660769859,-0.768352871726836,-4.15053779391473
0.218445661753439,3.29750176654091,-0.805946878591682,-4.11002876444493
0.227547564326499,3.28999643614287,-0.843169024670584,-4.06885742042529
0.236649466899559,3.2821540260659,-0.880014111588336,-4.02720673559507
0.245751369472619,3.27397798555849,-0.916478622338221,-3.98526312823334
0.254853272045679,3.26547178811483,-0.952560751023806,-3.94321611751202
0.263955174618739,3.25663891577603,-0.988260429759314,-3.90125804382511
0.273057077191799,3.24748284319726,-1.02357935333907,-3.8595838592682
0.282158979764859,3.23800702149792,-1.05852100234228,-3.81839099435406
0.291260882337919,3.22821492144668,-1.09299256943937,-3.67016483581404
0.300362784910979,3.21812252551675,-1.12378397659148,-3.09745499595939
0.309464687484039,3.20777345132539,-1.14940911785392,-2.53498308119688
0.318566590057099,3.19721429631236,-1.169961545464,-1.98279904939275
0.327668492630159,3.18649080683029,-1.18553445463617,-1.44077780663772
0.336770395203219,3.17564788836902,-1.19621918149864,-0.908639323448143
0.345872297776279,3.16472962861411,-1.2021038853444,-0.385968953054103
0.354974200349339,3.15377933165879,-1.20327241536579,0.127762401933893
0.364076102922399,3.14283956170055,-1.1998033591689,0.633178553928079
0.373178005495459,3.13195219458878,-1.19176926811538,1.1309789424112
0.382279908068519,3.12115847564335,-1.17923605280738,1.62192035975054
0.391381810641579,3.11049908223116,-1.16226254070053,2.10679961929226
0.400483713214639,3.10001418966535,-1.14090018678215,2.58643726943712
0.409585615787699,3.08974353907872,-1.11519292737429,3.06166244495888
0.418687518360759,3.07972650601696,-1.08517716630221,3.53329894603784
0.427789420933819,3.07000216859906,-1.05088188180844,4.00215264536783
0.436891323506879,3.06060918467995,-1.01253701325868,4.31660047115511
0.445993226079939,3.05157141887783,-0.973429718103302,4.2771902754212
0.455095128652999,3.04288801841755,-0.934665725054198,4.24112596452797
0.464197031226058,3.03455599398651,-0.896215631165016,4.20817889772542
0.473298933799118,3.0265726146104,-0.858052053516941,4.17813367619445
0.482400836372178,3.01893538980202,-0.820149513131689,4.15078719002448
0.491502738945238,3.01164205272901,-0.782484326965051,4.12594779331678
0.500604641518298,3.00469054433211,-0.74503450687639,4.10343459414122
0.509706544091358,2.99807899833505,-0.707779664583648,4.08307684748316
0.518808446664418,2.9918057270957,-0.670700921715903,4.06471344049949
0.527910349237478,2.98586920825576,-0.633780824168051,4.04819246039622
0.537012251810538,2.98026807215312,-0.597003260046474,4.03337083607763
0.546114154383598,2.97500108996717,-0.560353380571758,4.02011404542677
0.555216056956658,2.97006716257274,-0.523817523375816,4.00829588068312
0.564317959529718,2.96546531008322,-0.487383137696893,3.99779826490769
0.573419862102778,2.96119466206754,-0.451038711037583,3.98851111298641
0.582521764675838,2.95725444842955,-0.414773696908713,3.98033223103605
0.591623667248898,2.9536439909413,-0.378578443336018,3.9731672484576
0.600725569821958,2.95036269542467,-0.342444121857279,3.96692957724105
0.609827472395018,2.94741004457794,-0.306362656785116,3.9615403934749
0.618929374968078,2.94478559144556,-0.270326654554987,3.95692863636025
0.628031277541138,2.94248895353132,-0.234329333019121,3.95303102038191
0.637133180114198,2.94051980755556,-0.198364450585041,3.94979205665157
0.646235082687258,2.93887788485846,-0.162426235131926,3.94716407981543
0.655336985260318,2.93756234340812,-0.126966381445285,3.72193098101795
0.664438887833378,2.93655400976907,-0.0953534998584404,3.22461428794854
0.673540790406438,2.93581282204591,-0.068264399168499,2.72786980572637
0.682642692979498,2.93529762645313,-0.0456946728673719,2.23152743931503
0.691744595552558,2.93496730275278,-0.0276413043251959,1.73545112944203
0.700846498125618,2.9347807529569,-0.0141023751726959,1.23953510449001
0.709948400698678,2.93469689254829,-0.00507680154875963,0.743701457130661
0.719050303271738,2.93467464401679,-0.00056408748432084,0.247898753362179
0.728152205844798,2.93467464401679,0.000564087484320851,0.247898753362181
0.737254108417858,2.93469689254829,0.00507680154875966,0.743701457130663
