tiempo,angulosCabeceo
0,3.48446231299293
0.0153207849975183,3.48445626996409
0.0306415699950366,3.4844139690478
0.0459623549925548,3.48429915479485
0.0612831399900731,3.4840755797177
0.0766039249875914,3.48370701349736
0.0919247099851097,3.48315725592466
0.107245494982628,3.4823901536523
0.122566279980146,3.48136962163639
0.137887064977665,3.48006665107354
0.153207849975183,3.47847638475455
0.168528634972701,3.47659921748443
0.183849419970219,3.47443561970952
0.199170204967738,3.4719861395907
0.214490989965256,3.46925140538712
0.229811774962774,3.46623212814783
0.245132559960292,3.46292910470812
0.260453344957811,3.45934322098779
0.275774129955329,3.45547545558808
0.291094914952847,3.45132688368439
0.306415699950366,3.44689868121159
0.321736484947884,3.44219212933938
0.337057269945402,3.437208619235
0.35237805494292,3.43194965711105
0.367698839940439,3.42641686955646
0.383019624937957,3.42061200914915
0.398340409935475,3.41453696034908
0.413661194932994,3.40819374567129
0.428981979930512,3.40158453213842
0.44430276492803,3.39471163801324
0.459623549925548,3.3875775398117
0.474944334923067,3.3801848795978
0.490265119920585,3.37253651909277
0.505585904918103,3.36464533284938
0.520906689915621,3.35654611079034
0.53622747491314,3.34827631922447
0.551548259910658,3.33987306523386
0.566869044908176,3.33137305033097
0.582189829905695,3.32281252675913
0.597510614903213,3.31422725704274
0.612831399900731,3.30565247743127
0.628152184898249,3.29712286590766
0.643472969895768,3.28867251544883
0.658793754893286,3.28033491323272
0.674114539890804,3.27214292648266
0.689435324888323,3.26412879562545
0.704756109885841,3.25632413541533
0.720076894883359,3.24875994463943
0.735397679880877,3.24146647795119
0.750718464878396,3.23446209776546
0.766039249875914,3.22774571176705
0.781360034873432,3.22131439248193
0.796680819870951,3.2151652611137
0.812001604868469,3.2092954950848
0.827322389865987,3.20370233526818
0.842643174863505,3.1983830929111
0.857963959861024,3.1933351562521
0.873284744858542,3.18855599683186
0.88860552985606,3.18404317549881
0.903926314853578,3.17979434810984
0.919247099851097,3.17580727092665
0.934567884848615,3.17207980570819
0.949888669846133,3.16860992449966
0.965209454843652,3.16539571411849
0.98053023984117,3.16243538033788
0.995851024838688,3.15972725176847
1.01117180983621,3.15726978343855
1.02649259483372,3.15506156007367
1.04181337983124,3.1531012990761
1.05713416482876,3.15138785320485
1.07245494982628,3.14992021295682
1.0877757348238,3.14869750864975
1.10309651982132,3.14771854797258
1.11841730481883,3.14696861697435
1.13373808981635,3.14641760519952
1.14905887481387,3.14603471708565
1.16437965981139,3.14578927457055
1.17970044480891,3.14565067882006
1.19502122980643,3.14558837949397
1.21034201480394,3.14557185164126
1.22566279980146,3.14557185164126
1.24098358479898,3.14558837949397
1.2563043697965,3.14565067882006
1.27162515479402,3.14578927457055
1.28694593979154,3.14603471708565
1.30226672478905,3.14641760519952
1.31758750978657,3.14696861697435
1.33290829478409,3.14771854797258
1.34822907978161,3.14869750864975
1.36354986477913,3.14992021295682
1.37887064977665,3.15138785320485
1.39419143477416,3.1531012990761
1.40951221977168,3.15506156007367
1.4248330047692,3.15726978343855
1.44015378976672,3.15972725176847
1.45547457476424,3.16243538033788
1.47079535976175,3.16539571411849
1.48611614475927,3.16860992449966
1.50143692975679,3.17207980570819
1.51675771475431,3.17580727092665
1.53207849975183,3.17979434810984
1.54739928474935,3.18404317549881
1.56272006974686,3.18855599683186
1.57804085474438,3.1933351562521
1.5933616397419,3.1983830929111
1.60868242473942,3.20370233526818
1.62400320973694,3.2092954950848
1.63932399473446,3.2151652611137
1.65464477973197,3.22131439248193
1.66996556472949,3.22774571176705
1.68528634972701,3.23446209776546
1.70060713472453,3.24146647795119
1.71592791972205,3.24875994463943
1.73124870471957,3.25632413541533
1.74656948971708,3.26412879562545
1.7618902747146,3.27214292648266
1.77721105971212,3.28033491323272
1.79253184470964,3.28867251544883
1.80785262970716,3.29712286590766
1.82317341470467,3.30565247743127
1.83849419970219,3.31422725704274
1.85381498469971,3.32281252675913
1.86913576969723,3.33137305033097
1.88445655469475,3.33987306523386
1.89977733969227,3.34827631922447
1.91509812468978,3.35654611079034
1.9304189096873,3.36464533284938
1.94573969468482,3.37253651909277
1.96106047968234,3.3801848795978
1.97638126467986,3.3875775398117
1.99170204967738,3.39471163801324
2.00702283467489,3.40158453213842
2.02234361967241,3.40819374567129
2.03766440466993,3.41453696034908
2.05298518966745,3.42061200914915
2.06830597466497,3.42641686955646
2.08362675966249,3.43194965711105
2.09894754466,3.437208619235
2.11426832965752,3.44219212933938
2.12958911465504,3.44689868121159
2.14490989965256,3.45132688368439
2.16023068465008,3.45547545558808
2.1755514696476,3.45934322098779
2.19087225464511,3.46292910470812
2.20619303964263,3.46623212814783
2.22151382464015,3.46925140538712
2.23683460963767,3.4719861395907
2.25215539463519,3.47443561970952
2.2674761796327,3.47659921748443
2.28279696463022,3.47847638475455
2.29811774962774,3.48006665107354
2.31343853462526,3.48136962163639
2.32875931962278,3.4823901536523
2.3440801046203,3.48315725592466
2.35940088961781,3.48370701349736
2.37472167461533,3.4840755797177
2.39004245961285,3.48429915479485
2.40536324461037,3.4844139690478
2.42068402960789,3.48445626996409
2.43600481460541,3.48446231299293
