tiempo,angulosCabeceo,VelocidadAngularCabeceo,AceleracionAngularCabeceo
1.2563043697965,2.9347497487012,0.00594976754115251,0.310703834453355
1.27162515479402,2.93488223413524,0.0116627194828856,0.435094910816246
1.28694593979154,2.93511685117097,0.0192826269145653,0.559656895960517
1.30226672478905,2.93548283994437,0.0288129131061262,0.684499321120518
1.31758750978657,2.93600950693645,0.0402588832116516,0.809758200888899
1.33290829478409,2.93672625688233,0.053628123725717,0.935595154421086
1.34822907978161,2.93766182005104,0.0686422405091691,0.993666203117826
1.36354986477913,2.93883018912297,0.0838851411156681,0.99624972475448
1.37887064977665,2.94023241401329,0.0991714165874565,0.999326710326912
1.39419143477416,2.94186921675192,0.114508543427896,1.0028859131275
1.40951221977168,2.94374143252105,0.129903811395711,1.0069142005666
1.4248330047692,2.94585000657236,0.145364294546715,1.01139654548233
1.44015378976672,2.9481959906996,0.160896822133476,1.01631601628699
1.45547457476424,2.95078053926406,0.176507949345141,1.02165376595444
1.47079535976175,2.95360490477042,0.192203927869596,1.02738901983734
1.48611614475927,2.95667043299018,0.207990676259831,1.03349906228253
1.50143692975679,2.95997855762935,0.223873750085678,1.03995922198516
1.51675771475431,2.96353079453718,0.239858311850924,1.04674285598834
1.53207849975183,2.96732873545198,0.255949100654078,1.05382133219267
1.54739928474935,2.97137404128002,0.272150401568611,1.06116401018994
1.56272006974686,2.97566843490306,0.288466014715179,1.06873822017508
1.57804085474438,2.98021369350938,0.304899223994084,1.07650923962166
1.5933616397419,2.98501164044298,0.32145276544078,1.08444026732509
1.60868242473942,2.99006413656482,0.338128795160496,1.09249239432677
1.62400320973694,2.99537307111918,0.354928856789791,1.10062457112775
1.63932399473446,3.00094035209759,0.371853848422936,1.10879357048372
1.65464477973197,3.00676789609134,0.388903988929169,1.11695394494171
1.66996556472949,3.0128576176229,0.4060787835729,1.12505797813272
1.68528634972701,3.01921141794445,0.423376988832635,1.13305562867188
1.70060713472453,3.02583117329063,0.440796576295415,1.14089446533844
1.71592791972205,3.03271695240543,0.457839138656072,1.0559604652095
1.73124870471957,3.03985041473959,0.473051869441202,0.929591212108129
1.74656948971708,3.0472020362444,0.486312708384708,0.8011546636011
1.7618902747146,3.0547416695392,0.497589960940719,0.670654487595726
1.77721105971212,3.06243868359072,0.506852280827817,0.538131926985641
1.79253184470964,3.07026197332544,0.514069219378446,0.403662302795435
1.80785262970716,3.07817997723454,0.519211718720309,0.267351188993566
1.82317341470467,3.0861607020748,0.522252544227246,0.129330319917502
1.83849419970219,3.09417175370594,0.523166652605666,-0.0102467093769656
1.85381498469971,3.10218037305643,0.521931492903862,-0.151208889809848
1.86913576969723,3.1101534761751,0.518527238652654,-0.293372331697918
1.88445655469475,3.1180576973057,0.512936950276825,-0.436544823531047
1.89977733969227,3.1258594339155,0.505146667871165,-0.580530352728607
1.91509812468978,3.13352489261819,0.495145435428053,-0.725133521915363
1.9304189096873,3.14102013495578,0.482925258652682,-0.870163790027432
1.94573969468482,3.1483111220455,0.468480999624649,-1.0154394622093
1.96106047968234,3.15536651056367,0.452484408125628,-1.0506962654372
1.97638126467986,3.16217533082153,0.436331983704179,-1.0577437990763
1.99170204967738,3.1687358846331,0.420077133748202,-1.06407533881686
2.00702283467489,3.17504668486132,0.403730451102099,-1.06973981909073
2.02234361967241,3.18110640097466,0.387301790251461,-1.07478468978844
2.03766440466993,3.18691384790971,0.370800290181781,-1.07925590054754
2.05298518966745,3.19246797528594,0.354234397513741,-1.08319788036594
2.06830597466497,3.19776785697755,0.337611889986138,-1.08665351263295
2.08362675966249,3.2028126810482,0.32093990035522,-1.08966410577895
2.09894754466,3.20760174005545,0.304224940775432,-1.09226935984078
2.11426832965752,3.21213442173284,0.287472927721307,-1.09450732932357
2.12958911465504,3.21641020005831,0.270689207503861,-1.09641438281131
2.14490989965256,3.22042862671834,0.253878582427461,-1.09802515983875
2.16023068465008,3.22418932297805,0.23704533762487,-1.09937252558588
2.1755514696476,3.22769197196777,0.22019326859928,-1.10048752399392
2.19087225464511,3.23093631139715,0.203325709492769,-1.10139932992825
2.20619303964263,3.23392212670801,0.186445562090847,-1.10213520103037
2.22151382464015,3.23664924467714,0.16955532556294,-1.1027204299066
2.23683460963767,3.23911752748043,0.15265712692866,-1.10317829729765
2.25215539463519,3.24132686722909,0.135752752230018,-1.1035300268598
2.2674761796327,3.24327718098878,0.118843678380167,-1.10379474216645
2.28279696463022,3.24496840629159,0.101931105650196,-1.10398942650809
2.29811774962774,3.24640049715029,0.0850159907469074,-1.10412888603036
2.31343853462526,3.24757342058363,0.0680990804265968,-1.10422571670456
2.32875931962278,3.24849181291443,0.0521413076595021,-0.972323701037821
2.3440801046203,3.24918197637833,0.0383083592639715,-0.833448037315591
2.35940088961781,3.24967650787888,0.0266032398911782,-0.694554898910823
2.37472167461533,3.2500080091746,0.0170261599148106,-0.555651261417455
2.39004245961285,3.25020908453694,0.00957724336165508,-0.416741601076821
2.40536324461037,3.2503123396823,0.00425655895026943,-0.277828777916804
2.42068402960789,3.25035038109028,0.00106414031604805,-0.138914578150233
2.43600481460541,3.25035581557882,8.01395441313811e-32,-1.2055129412088e-15
