tiempo,angulosBalanceo,VelocidadAngularBalanceo,AceleracionAngularBalanceo
0,3.0881618955559,0,0
0.00910190257305997,3.08816892770489,0.0023178083795349,0.509303333922355
0.0182038051461199,3.08821815310374,0.00927135081740181,1.01863888885446
0.0273057077191799,3.08835176804071,0.0208612559887488,1.52808960268584
0.0364076102922399,3.08861197872873,0.037089160480383,2.03779411248605
0.0455095128652999,3.08904101279715,0.0579582195461665,2.54794770555147
0.0546114154383598,3.08968113548263,0.0834736302009492,3.05880412734312
0.0637133180114198,3.0905746706709,0.113643175759789,3.57067853392319
0.0728152205844798,3.09176402615607,0.148472003609548,4.05846263009512
0.0819171231575397,3.0932835782216,0.185433070737736,4.06333915669152
0.0910190257305997,3.09513976404731,0.222443722960565,4.06936463686519
0.10012092830366,3.09733308310649,0.259514606225197,4.07658174575408
0.10922283087672,3.09986413364662,0.296656790566315,4.08504100512717
0.11832473344978,3.10273361687533,0.333881841831663,4.09480085339234
0.12742663602284,3.10594234180231,0.371201894122816,4.10592773320525
0.1365285385959,3.10949123074446,0.408629723124503,4.11849619963311
0.14563044116896,3.11338132550331,0.446178820524575,4.13258905224063
0.154732343742019,3.11761379422561,0.483863469759307,4.14829749489198
0.163834246315079,3.12218993896039,0.521698823355238,4.1657213275096
0.172936148888139,3.12711120392845,0.559700982179503,4.18496917450344
0.182038051461199,3.13237918452316,0.597887076955796,4.20615875509186
0.191139954034259,3.13799563706503,0.636275352453079,4.2294172012874
0.200241856607319,3.14396248933654,0.67488525480945,4.25488142992937
0.209343759180379,3.1502818519279,0.713737522514681,4.28269857582415
0.218445661753439,3.15695603042987,0.752854281642616,4.31302649382045
0.227547564326499,3.16398753851517,0.792259145999778,4.34603433852033
0.236649466899559,3.17137911195665,0.831977322940142,4.38190323133004
0.245751369472619,3.17913372363749,0.872035725689548,4.42082702571669
0.254853272045679,3.18725459961695,0.912463093128108,4.46301318288838
0.263955174618739,3.19574523632435,0.953290118097163,4.5086837716975
0.273057077191799,3.20460941896411,0.994549585431208,4.55807660842398
0.282158979764859,3.21385124122651,1.03627652106735,4.61144655428517
0.291260882337919,3.22347506766532,1.07841151516315,4.56262025132011
0.300362784910979,3.23347311211784,1.11778085746832,4.08750518377239
0.309464687484039,3.24380975334949,1.1528060048194,3.60788784020154
0.318566590057099,3.25444525080733,1.18344148475326,3.12277916163056
0.327668492630159,3.26533940897177,1.2096327894848,2.63118453044404
0.336770395203219,3.27645149503443,1.23131637438539,2.13211486237395
0.345872297776279,3.28774015704701,1.24841976575995,1.62459952084073
0.354974200349339,3.29916334361065,1.26086179424491,1.10770099711441
0.364076102922399,3.31067822632152,1.26855296966417,0.580531304542238
0.373178005495459,3.32224112633057,1.27139601269087,0.0422700292365924
0.382279908068519,3.33380744651219,1.26928655806646,-0.507816038386184
0.391381810641579,3.34533161086752,1.26211404330759,-1.07035179838302
0.400483713214639,3.35676701290968,1.2497627956564,-1.64583141587132
0.409585615787699,3.36806597488745,1.23211332836311,-2.23459479092138
0.418687518360759,3.3791797197945,1.20904385508464,-2.83680321736047
0.427789420933819,3.39005835817822,1.18043202809515,-3.45241461806826
0.436891323506879,3.40065110637352,1.14639277682678,-3.9082100281831
0.445993226079939,3.41092278826021,1.11056128167696,-3.96526421577712
0.455095128652999,3.42086596727693,1.07420899138611,-4.02261117138253
0.464197031226058,3.43047589400444,1.03733420860352,-4.08003825302123
0.473298933799118,3.43974781238757,0.999937172994587,-4.13733252056304
0.482400836372178,3.44867697737395,0.96202006254818,-4.19428105896152
0.491502738945238,3.45725867255006,0.923586991559665,-4.25067138487161
0.500604641518298,3.46548822774096,0.884644004548083,-4.30629193274167
0.509706544091358,3.47336103653353,0.845199065404051,-4.36093261589574
0.518808446664418,3.48087257367661,0.805262041108733,-4.41438545745474
0.527910349237478,3.488018412306,0.764844679414434,-4.46644528520833
0.537012251810538,3.4947942409367,0.723960579934507,-4.51691048376301
0.546114154383598,3.50119588016006,0.682625158154696,-4.56558379648224
0.555216056956658,3.50721929897969,0.640855601949844,-4.61227316892568
0.564317959529718,3.512860630716,0.598670820268965,-4.65679262471426
0.573419862102778,3.51811618840722,0.556091383737613,-4.69896316402318
0.582521764675838,3.52298247963223,0.51313945701864,-4.73861367426488
0.591623667248898,3.52745622068005,0.469838722869964,-4.77558184199397
0.600725569821958,3.53153434999037,0.426214297939664,-4.8097150546735
0.609827472395018,3.53521404079065,0.382292640443368,-4.84087128070818
0.618929374968078,3.53849271285678,0.338101449974762,-4.86891991609635
0.628031277541138,3.54136804332741,0.293669559805619,-4.89374258619283
0.637133180114198,3.5438379765055,0.249026822135057,-4.91523389142084
0.646235082687258,3.5459007325854,0.204203986846978,-4.93330208632693
0.655336985260318,3.54755560070962,0.159807957503063,-4.66684045967508
0.664438887833378,3.548825315661,0.120124316169229,-4.05223834022209
0.673540790406438,3.54975935230627,0.0860540619071738,-3.43358923568244
0.682642692979498,3.55040895460661,0.0576287630821474,-2.81202176360184
0.691744595552558,3.55082560951619,0.0348705135548545,-2.1884877041293
0.700846498125618,3.55106096818319,0.0177935780648049,-1.5637546018574
0.709948400698678,3.55116678239589,0.00640609279063725,-0.938400951867688
0.719050303271738,3.55119485667644,0.000711800019088645,-0.312813425550971
0.728152205844798,3.55119485667644,-0.000711800019088658,-0.312813425550974
0.737254108417858,3.55116678239589,-0.00640609279063729,-0.938400951867691
0.746356010990918,3.55106096818319,-0.017793578064805,-1.5637546018574
0.755457913563978,3.55082560951619,-0.0348705135548543,-2.18848770412929
