[Tangents] cambiar
0 160.180953718063
0.00647675131611702 160.178139112483
0.012953502632234 160.158451948952
0.019430253948351 160.105147621837
0.0259070052644681 160.001892186189
0.0323837565805851 159.833204076967
0.0388605078967021 159.584997220755
0.0453372592128191 159.245134207844
0.0518140105289361 158.803883070355
0.0582907618450531 158.257480327766
0.0647675131611702 157.613813759108
0.0712442644772872 156.882808960058
0.0777210157934042 156.073968729479
0.0841977671095212 155.196035965286
0.0906745184256382 154.256820949106
0.0971512697417552 153.263149362295
0.103628021057872 152.220888669234
0.110104772373989 151.135018961502
0.116581523690106 150.009724293512
0.123058275006223 148.848489159528
0.12953502632234 147.654191198002
0.136011777638457 146.42918556698
0.142488528954574 145.175379165607
0.148965280270691 143.894294465677
0.155442031586808 142.58712356075
0.161918782902925 141.254773425667
0.168395534219042 139.897903498598
0.174872285535159 138.516956672742
0.181349036851276 137.112184689409
0.187825788167393 135.683668800903
0.19430253948351 134.231336444036
0.200779290799628 132.754974544885
0.207256042115744 131.254312800672
0.213732793431862 129.731732831391
0.220209544747979 128.192855546183
0.226686296064096 126.643052999052
0.233163047380213 125.087300783937
0.23963979869633 123.530269233714
0.246116550012447 121.976403441438
0.252593301328564 120.429993124981
0.259070052644681 118.895233406336
0.265546803960798 117.376277515026
0.272023555276915 115.877282305855
0.278500306593032 114.402447338235
0.284977057909149 112.956048117829
0.291453809225266 111.542463962848
0.297930560541383 110.166200833696
0.3044073118575 108.831909359205
0.310884063173617 107.544185345953
0.317360814489734 106.304610024855
0.323837565805851 105.112491841451
0.330314317121968 103.967237393853
0.336791068438085 102.868391520676
0.343267819754202 101.815617526545
0.349744571070319 100.808680085873
0.356221322386436 99.8474303398581
0.362698073702553 98.9317928062612
0.36917482501867 98.0617538017982
0.375651576334787 97.237351139177
0.382128327650904 96.4586649093846
0.388605078967021 95.7258091980561
0.395081830283138 95.0389246150581
0.401558581599255 94.398171540565
0.408035332915372 93.8037240102654
0.414512084231489 93.2557641778978
0.420988835547606 92.7544773058851
0.427465586863723 92.3000472449926
0.43394233817984 91.8926523721529
0.440419089495957 91.5324619622467
0.446895840812074 91.2196329749857
0.453372592128191 90.954307242353
0.459849343444308 90.7366090455043
0.466326094760425 90.5659065069652
0.472802846076542 90.4375595321208
0.479279597392659 90.3455588372452
0.485756348708776 90.2838713328974
0.492233100024893 90.2464477617352
0.49870985134101 90.2272283224618
0.505186602657127 90.220147145889
