[Tangents] "0 0"
0 119.552986393297
0.00404146111907659 119.553478535077
0.00808292223815318 119.556923574512
0.0121243833572298 119.566274810396
0.0161658444763064 119.584486852326
0.0202073055953829 119.614517141147
0.0242487667144595 119.659328097843
0.0282902278335361 119.721889931131
0.0323316889526127 119.80518366031
0.0363731500716893 119.911551185651
0.0404146111907659 120.04140547305
0.0444560723098425 120.194813301355
0.0484975334289191 120.371855182965
0.0525389945479956 120.572626240465
0.0565804556670722 120.797237243599
0.0606219167861488 121.04581581919
0.0646633779052254 121.318507849292
0.068704839024302 121.615479075945
0.0727463001433786 121.936916934559
0.0767877612624552 122.283032642256
0.0808292223815318 122.654063572722
0.0848706835006083 123.050275955291
0.0889121446196849 123.471967943595
0.0929536057387615 123.919473108246
0.0969950668578381 124.393164419356
0.101036527976915 124.893458798591
0.105077989095991 125.42082233777
0.109119450215068 125.975776302685
0.113160911334144 126.558904068099
0.117202372453221 127.170859164525
0.121243833572298 127.812374661788
0.125285294691374 128.484274171635
0.129326755810451 129.187450206851
0.133368216929527 129.921553876341
0.137409678048604 130.684530161428
0.141451139167681 131.474207052525
0.145492600286757 132.288400059363
0.149534061405834 133.124899246643
0.15357552252491 133.981454339913
0.157616983643987 134.85575761255
0.161658444763064 135.74542422807
0.16569990588214 136.647969674063
0.169741367001217 137.56078388858
0.173782828120293 138.481101653286
0.17782428923937 139.405968820099
0.181865750358446 140.332203964718
0.185907211477523 141.256355144435
0.1899486725966 142.17465161204
0.193990133715676 143.083102701319
0.198031594834753 143.979633761777
0.202073055953829 144.863769538531
0.206114517072906 145.735001646262
0.210155978191983 146.592735840795
0.214197439311059 147.436282131889
0.218238900430136 148.264843630806
0.222280361549212 149.07750406073
0.226321822668289 149.873213897789
0.230363283787366 150.650775176551
0.234404744906442 151.408825097129
0.238446206025519 152.145818725074
0.242487667144595 152.860011296207
0.246529128263672 153.5494409442
0.250570589382749 154.211913075371
0.254612050501825 154.844988132326
0.258653511620902 155.445975108461
0.262694972739978 156.011933860749
0.266736433859055 156.539689929825
0.270777894978131 157.025866054468
0.274819356097208 157.46693461854
0.278860817216285 157.859294576295
0.282902278335361 158.199374636237
0.286943739454438 158.483761422937
0.290985200573514 158.710331673624
0.295026661692591 158.882854037811
0.299068122811668 159.007709060016
0.303109583930744 159.091996983626
0.307151045049821 159.143359080772
0.311192506168897 159.16980446528
0.315233967287974 159.179559595067
0.31927542840705 159.180953718063
